"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4"
"ODF2L","0.158","0.261","0.171","1","hsa-miR-503-5p","","",""
"OSCAR","0.158","0.261","0.171","1","hsa-miR-503-5p","","",""
"PCYOX1","0.158","0.261","0.171","1","hsa-miR-24-3p","","",""
"PRKAR1A","0.158","0.261","0.171","1","hsa-miR-215-5p","","",""
"RASSF4","0.158","0.261","0.171","1","hsa-miR-24-3p","","",""
"SASH1","0.158","0.261","0.171","1","hsa-miR-3074-5p","","",""
"SH3RF2","0.158","0.261","0.171","1","hsa-miR-425-3p","","",""
"SIRT1","0.158","0.261","0.171","1","hsa-miR-215-5p","","",""
"THEM6","0.158","0.261","0.171","1","hsa-miR-215-5p","","",""
"TRIM59","0.158","0.261","0.171","1","hsa-miR-215-5p","","",""
"VSNL1","0.158","0.261","0.171","1","hsa-miR-5010-3p","","",""
"WNT4","0.158","0.261","0.171","1","hsa-miR-24-3p","","",""
"ZBTB18","0.156","0.261","0.356","2","hsa-miR-215-5p","hsa-miR-5010-3p","",""
"ATIC","0.162","0.265","0.175","1","hsa-miR-1180-3p","","",""
"C12orf65","0.162","0.265","0.175","1","hsa-miR-215-5p","","",""
"C8orf58","0.162","0.265","0.175","1","hsa-miR-24-3p","","",""
"FSTL1","0.162","0.265","0.175","1","hsa-miR-4677-3p","","",""
"GDPGP1","0.162","0.265","0.175","1","hsa-miR-5010-3p","","",""
"HEPHL1","0.162","0.265","0.175","1","hsa-miR-5010-3p","","",""
"IFITM1","0.162","0.265","0.175","1","hsa-miR-146a-5p","","",""
"IL17RB","0.162","0.265","0.175","1","hsa-miR-215-5p","","",""
"KRTAP4-9","0.162","0.265","0.175","1","hsa-miR-3074-5p","","",""
"LAMTOR3","0.162","0.265","0.175","1","hsa-miR-24-3p","","",""
"PRRG4","0.161","0.265","0.362","2","hsa-miR-24-3p","hsa-miR-5010-3p","",""
"PRSS8","0.162","0.265","0.175","1","hsa-miR-24-3p","","",""
"RBM22","0.162","0.265","0.175","1","hsa-miR-24-3p","","",""
"SRD5A3","0.162","0.265","0.175","1","hsa-miR-5010-3p","","",""
"AKIP1","0.166","0.269","0.180","1","hsa-miR-24-3p","","",""
"APTX","0.166","0.269","0.180","1","hsa-miR-24-3p","","",""
"C1orf115","0.166","0.269","0.180","1","hsa-miR-3909","","",""
"CASZ1","0.166","0.269","0.180","1","hsa-miR-5010-3p","","",""
"CCDC174","0.166","0.269","0.180","1","hsa-miR-215-5p","","",""
"COL8A1","0.166","0.269","0.180","1","hsa-miR-24-3p","","",""
"PHC3","0.166","0.269","0.180","1","hsa-miR-5010-3p","","",""
"PSAP","0.166","0.269","0.180","1","hsa-miR-24-3p","","",""
"TIGD2","0.166","0.269","0.180","1","hsa-miR-5010-3p","","",""
"TPR","0.166","0.269","0.180","1","hsa-miR-1180-3p","","",""
"USP14","0.166","0.269","0.180","1","hsa-miR-215-5p","","",""
"WWC2","0.166","0.269","0.180","1","hsa-miR-215-5p","","",""
"ZNF226","0.166","0.269","0.180","1","hsa-miR-215-5p","","",""
"COPS8","0.170","0.273","0.185","1","hsa-miR-146a-5p","","",""
"EPG5","0.170","0.273","0.185","1","hsa-miR-24-3p","","",""
"ERBB3","0.170","0.273","0.185","1","hsa-miR-24-3p","","",""
"FAM83D","0.170","0.273","0.185","1","hsa-miR-215-5p","","",""
"GCK","0.170","0.273","0.185","1","hsa-miR-3909","","",""
"IVD","0.170","0.273","0.185","1","hsa-miR-503-5p","","",""
"MED21","0.170","0.273","0.185","1","hsa-miR-215-5p","","",""
"NDST1","0.170","0.273","0.185","1","hsa-miR-24-3p","","",""
"NHSL2","0.170","0.273","0.185","1","hsa-miR-5010-3p","","",""
"RAB27A","0.170","0.273","0.185","1","hsa-miR-215-5p","","",""
"RANBP2","0.170","0.273","0.185","1","hsa-miR-3074-5p","","",""
"RNF6","0.170","0.273","0.185","1","hsa-miR-215-5p","","",""
"SEMA4D","0.170","0.273","0.185","1","hsa-miR-215-5p","","",""
"TRPM6","0.170","0.273","0.185","1","hsa-miR-24-3p","","",""
"ZNF486","0.170","0.273","0.185","1","hsa-miR-3074-5p","","",""
"CPSF2","0.174","0.277","0.189","1","hsa-miR-24-3p","","",""
"DTD2","0.174","0.277","0.189","1","hsa-miR-24-3p","","",""
"EMP1","0.174","0.277","0.189","1","hsa-miR-24-3p","","",""
"MARCKS","0.174","0.277","0.189","1","hsa-miR-5010-3p","","",""
"NPHP3","0.174","0.277","0.189","1","hsa-miR-215-5p","","",""
"OGFRL1","0.174","0.277","0.189","1","hsa-miR-215-5p","","",""
"RAB23","0.174","0.277","0.189","1","hsa-miR-215-5p","","",""
"RHCG","0.174","0.277","0.189","1","hsa-miR-215-5p","","",""
"RPAP2","0.174","0.277","0.189","1","hsa-miR-215-5p","","",""
"SLC29A4","0.174","0.277","0.189","1","hsa-miR-24-3p","","",""
"SPA17","0.174","0.277","0.189","1","hsa-miR-3074-5p","","",""
"TOMM40L","0.174","0.277","0.189","1","hsa-miR-4677-3p","","",""
"TPD52L2","0.174","0.277","0.189","1","hsa-miR-4677-3p","","",""
"ZXDB","0.174","0.277","0.189","1","hsa-miR-24-3p","","",""
"VAV3","0.174","0.277","0.381","2","hsa-miR-3173-5p","hsa-miR-425-3p","",""
"AKAP5","0.178","0.279","0.194","1","hsa-miR-24-3p","","",""
"ANKRD9","0.178","0.279","0.194","1","hsa-miR-24-3p","","",""
"ATAD3C","0.178","0.279","0.194","1","hsa-miR-24-3p","","",""
"BTN3A3","0.178","0.279","0.194","1","hsa-miR-503-5p","","",""
"EXT1","0.178","0.279","0.194","1","hsa-miR-503-5p","","",""
"FAM20B","0.178","0.279","0.194","1","hsa-miR-215-5p","","",""
"FOXQ1","0.178","0.279","0.194","1","hsa-miR-24-3p","","",""
"GBA2","0.178","0.279","0.194","1","hsa-miR-24-3p","","",""
"IGDCC4","0.178","0.279","0.194","1","hsa-miR-215-5p","","",""
"MTMR12","0.178","0.279","0.194","1","hsa-miR-215-5p","","",""
"NRIP1","0.178","0.279","0.194","1","hsa-miR-24-3p","","",""
"RPL27A","0.178","0.279","0.194","1","hsa-miR-1180-3p","","",""
"SEPT8","0.178","0.279","0.194","1","hsa-miR-4677-3p","","",""
"SH3BP4","0.178","0.279","0.194","1","hsa-miR-215-5p","","",""
"SP4","0.178","0.279","0.194","1","hsa-miR-3074-5p","","",""
"SREK1","0.178","0.279","0.194","1","hsa-miR-503-5p","","",""
"UBL3","0.178","0.279","0.194","1","hsa-miR-215-5p","","",""
"WDR33","0.178","0.279","0.194","1","hsa-miR-3074-5p","","",""
"ZC3H11A","0.178","0.279","0.194","1","hsa-miR-5010-3p","","",""
"ANGEL2","0.182","0.281","0.199","1","hsa-miR-3909","","",""
"ASTN2","0.182","0.281","0.199","1","hsa-miR-5010-3p","","",""
"CCNE2","0.182","0.281","0.199","1","hsa-miR-503-5p","","",""
"CISD2","0.182","0.281","0.199","1","hsa-miR-24-3p","","",""
"CRK","0.179","0.281","0.388","2","hsa-miR-215-5p","hsa-miR-503-5p","",""
"CTDSP2","0.182","0.281","0.199","1","hsa-miR-24-3p","","",""
"DCAF17","0.182","0.281","0.199","1","hsa-miR-503-5p","","",""
"FBXO31","0.182","0.281","0.199","1","hsa-miR-3074-5p","","",""
"GMPR","0.182","0.281","0.199","1","hsa-miR-3909","","",""
"HIST1H1E","0.182","0.281","0.199","1","hsa-miR-1180-3p","","",""
"ITGB3","0.182","0.281","0.199","1","hsa-miR-24-3p","","",""
"KCNK10","0.182","0.281","0.199","1","hsa-miR-3173-5p","","",""
"MARCH9","0.182","0.281","0.199","1","hsa-miR-3173-5p","","",""
"MPZL1","0.182","0.281","0.199","1","hsa-miR-215-5p","","",""
"PDLIM3","0.182","0.281","0.199","1","hsa-miR-215-5p","","",""
"PHTF2","0.182","0.281","0.199","1","hsa-miR-215-5p","","",""
"PIM1","0.182","0.281","0.199","1","hsa-miR-215-5p","","",""
"ROBO1","0.182","0.281","0.199","1","hsa-miR-146a-5p","","",""
"SAMD4A","0.182","0.281","0.199","1","hsa-miR-3909","","",""
"SLC5A6","0.182","0.281","0.199","1","hsa-miR-24-3p","","",""
"UBE2G2","0.182","0.281","0.199","1","hsa-miR-3173-5p","","",""
"ZBTB16","0.182","0.281","0.199","1","hsa-miR-24-3p","","",""
"ZEB1","0.182","0.281","0.199","1","hsa-miR-5010-3p","","",""
"B2M","0.186","0.284","0.203","1","hsa-miR-5010-3p","","",""
"DENND4C","0.186","0.284","0.203","1","hsa-miR-5010-3p","","",""
"DYRK1A","0.186","0.284","0.203","1","hsa-miR-215-5p","","",""
"EFTUD2","0.186","0.284","0.203","1","hsa-miR-4677-3p","","",""
"MAP3K7","0.186","0.284","0.203","1","hsa-miR-503-5p","","",""
"MAP7D1","0.186","0.284","0.203","1","hsa-miR-4677-3p","","",""
"NETO2","0.186","0.284","0.203","1","hsa-miR-24-3p","","",""
"PCGF5","0.186","0.284","0.203","1","hsa-miR-215-5p","","",""
"PHKA1","0.186","0.284","0.203","1","hsa-miR-503-5p","","",""
"PTPN9","0.186","0.284","0.203","1","hsa-miR-24-3p","","",""
"RBM48","0.186","0.284","0.203","1","hsa-miR-24-3p","","",""
"RPL37A","0.186","0.284","0.203","1","hsa-miR-24-3p","","",""
"SIN3A","0.186","0.284","0.203","1","hsa-miR-5010-3p","","",""
"SLC48A1","0.186","0.284","0.203","1","hsa-miR-215-5p","","",""
"SNX1","0.186","0.284","0.203","1","hsa-miR-24-3p","","",""
"TMEM169","0.186","0.284","0.203","1","hsa-miR-215-5p","","",""
"ANG","0.189","0.287","0.208","1","hsa-miR-215-5p","","",""
"CDKN1A","0.189","0.287","0.509","3","hsa-miR-503-5p","hsa-miR-146a-5p","hsa-miR-146b-5p",""
"COX20","0.189","0.287","0.208","1","hsa-miR-24-3p","","",""
"DUSP19","0.189","0.287","0.208","1","hsa-miR-24-3p","","",""
"E2F8","0.189","0.287","0.208","1","hsa-miR-215-5p","","",""
"FAM241A","0.190","0.287","0.402","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"GRK4","0.189","0.287","0.208","1","hsa-miR-24-3p","","",""
"PLIN3","0.189","0.287","0.208","1","hsa-miR-24-3p","","",""
"RABAC1","0.189","0.287","0.208","1","hsa-miR-24-3p","","",""
"SIK2","0.189","0.287","0.208","1","hsa-miR-24-3p","","",""
"SLC1A5","0.190","0.287","0.402","2","hsa-miR-3909","hsa-miR-24-3p","",""
"SLC7A2","0.189","0.287","0.208","1","hsa-miR-24-3p","","",""
"SPSB1","0.189","0.287","0.208","1","hsa-miR-425-3p","","",""
"SPTLC3","0.189","0.287","0.208","1","hsa-miR-24-3p","","",""
"TK1","0.189","0.287","0.208","1","hsa-miR-5010-3p","","",""
"TMEM100","0.189","0.287","0.208","1","hsa-miR-503-5p","","",""
"ZNF367","0.189","0.287","0.208","1","hsa-miR-503-5p","","",""
"ZNF730","0.189","0.287","0.208","1","hsa-miR-24-3p","","",""
"ARHGAP35","0.193","0.289","0.212","1","hsa-miR-5010-3p","","",""
"DOT1L","0.193","0.289","0.212","1","hsa-miR-5010-3p","","",""
"GMFB","0.193","0.289","0.212","1","hsa-miR-24-3p","","",""
"GRINA","0.193","0.289","0.212","1","hsa-miR-24-3p","","",""
"HES2","0.193","0.289","0.212","1","hsa-miR-3074-5p","","",""
"IL17REL","0.193","0.289","0.212","1","hsa-miR-24-3p","","",""
"IRAK3","0.193","0.289","0.212","1","hsa-miR-24-3p","","",""
"LEAP2","0.193","0.289","0.212","1","hsa-miR-215-5p","","",""
"NSD2","0.193","0.289","0.212","1","hsa-miR-215-5p","","",""
"PAPOLA","0.193","0.289","0.212","1","hsa-miR-24-3p","","",""
"PDE7A","0.193","0.289","0.212","1","hsa-miR-24-3p","","",""
"RAB1A","0.193","0.289","0.212","1","hsa-miR-215-5p","","",""
"RFTN2","0.193","0.289","0.212","1","hsa-miR-24-3p","","",""
"SPATS2L","0.193","0.289","0.212","1","hsa-miR-146a-5p","","",""
"SRP19","0.193","0.289","0.212","1","hsa-miR-24-3p","","",""
"ZKSCAN1","0.193","0.289","0.212","1","hsa-miR-24-3p","","",""
"ZMIZ1","0.193","0.289","0.212","1","hsa-miR-1180-3p","","",""
"AHCY","0.197","0.290","0.217","1","hsa-miR-3074-5p","","",""
"ATP6V1A","0.197","0.290","0.217","1","hsa-miR-24-3p","","",""
"CKAP2L","0.197","0.290","0.217","1","hsa-miR-215-5p","","",""
"DMXL1","0.197","0.290","0.217","1","hsa-miR-5010-3p","","",""
"DNA2","0.197","0.290","0.217","1","hsa-miR-24-3p","","",""
"GLRX2","0.197","0.290","0.217","1","hsa-miR-24-3p","","",""
"HMOX1","0.197","0.290","0.217","1","hsa-miR-24-3p","","",""
"KCNE4","0.197","0.290","0.217","1","hsa-miR-24-3p","","",""
"KPNA5","0.197","0.290","0.217","1","hsa-miR-3074-5p","","",""
"MAP4K2","0.197","0.290","0.217","1","hsa-miR-503-5p","","",""
"MFSD14B","0.197","0.290","0.217","1","hsa-miR-215-5p","","",""
"NLK","0.197","0.290","0.217","1","hsa-miR-215-5p","","",""
"PAFAH1B1","0.197","0.290","0.217","1","hsa-miR-215-5p","","",""
"PDXK","0.197","0.290","0.217","1","hsa-miR-24-3p","","",""
"PLEKHF2","0.197","0.290","0.217","1","hsa-miR-215-5p","","",""
"POLR3G","0.197","0.290","0.217","1","hsa-miR-3173-5p","","",""
"PPM1D","0.197","0.290","0.217","1","hsa-miR-24-3p","","",""
"SLC1A2","0.197","0.290","0.217","1","hsa-miR-24-3p","","",""
"SLC9A7","0.197","0.290","0.217","1","hsa-miR-24-3p","","",""
"STRN3","0.197","0.290","0.217","1","hsa-miR-24-3p","","",""
"SUMO2","0.197","0.290","0.217","1","hsa-miR-1180-3p","","",""
"TMEM19","0.197","0.290","0.217","1","hsa-miR-24-3p","","",""
"TMEM216","0.197","0.290","0.217","1","hsa-miR-24-3p","","",""
"ZFP1","0.197","0.290","0.217","1","hsa-miR-215-5p","","",""
"ADAT2","0.201","0.292","0.222","1","hsa-miR-5010-3p","","",""
"ASGR2","0.201","0.292","0.222","1","hsa-miR-4677-3p","","",""
"BLOC1S6","0.201","0.292","0.222","1","hsa-miR-215-5p","","",""
"CCSAP","0.201","0.292","0.222","1","hsa-miR-215-5p","","",""
"CTNNB1","0.201","0.292","0.222","1","hsa-miR-5010-3p","","",""
"ELOVL5","0.201","0.292","0.222","1","hsa-miR-215-5p","","",""
"GPR27","0.201","0.292","0.222","1","hsa-miR-503-5p","","",""
"IDS","0.201","0.292","0.222","1","hsa-miR-24-3p","","",""
"IGSF6","0.201","0.292","0.222","1","hsa-miR-24-3p","","",""
"KIAA0895L","0.201","0.292","0.222","1","hsa-miR-503-5p","","",""
"KIF3B","0.201","0.292","0.222","1","hsa-miR-3173-5p","","",""
"MBOAT2","0.201","0.292","0.222","1","hsa-miR-3074-5p","","",""
"MCM4","0.201","0.292","0.222","1","hsa-miR-24-3p","","",""
"OSBPL2","0.201","0.292","0.222","1","hsa-miR-24-3p","","",""
"PCDHB11","0.201","0.292","0.222","1","hsa-miR-24-3p","","",""
"PPP2R1B","0.201","0.292","0.222","1","hsa-miR-5010-3p","","",""
"PPP3R1","0.201","0.292","0.222","1","hsa-miR-24-3p","","",""
"PRX","0.201","0.292","0.222","1","hsa-miR-3074-5p","","",""
"RPS6KA3","0.201","0.292","0.222","1","hsa-miR-503-5p","","",""
"WDR17","0.201","0.292","0.222","1","hsa-miR-24-3p","","",""
"ADRM1","0.205","0.295","0.226","1","hsa-miR-24-3p","","",""
"AHSA2","0.205","0.295","0.226","1","hsa-miR-215-5p","","",""
"CCL5","0.205","0.295","0.226","1","hsa-miR-146a-5p","","",""
"FAM120AOS","0.205","0.295","0.226","1","hsa-miR-5010-3p","","",""
"GATM","0.205","0.295","0.226","1","hsa-miR-215-5p","","",""
"HES6","0.205","0.295","0.226","1","hsa-miR-215-5p","","",""
"POU2F3","0.205","0.295","0.226","1","hsa-miR-24-3p","","",""
"SAMD5","0.205","0.295","0.226","1","hsa-miR-24-3p","","",""
"SMIM13","0.205","0.295","0.226","1","hsa-miR-5010-3p","","",""
"THEM4","0.205","0.295","0.226","1","hsa-miR-24-3p","","",""
"UBC","0.205","0.295","0.226","1","hsa-miR-24-3p","","",""
"VPS35","0.205","0.295","0.226","1","hsa-miR-24-3p","","",""
"WEE1","0.203","0.295","0.420","2","hsa-miR-503-5p","hsa-miR-5010-3p","",""
"WWTR1","0.205","0.295","0.226","1","hsa-miR-24-3p","","",""
"ZNF286B","0.205","0.295","0.226","1","hsa-miR-24-3p","","",""
"ZNF611","0.205","0.295","0.226","1","hsa-miR-215-5p","","",""
"BCAT1","0.208","0.297","0.231","1","hsa-miR-5010-3p","","",""
"C6orf223","0.208","0.297","0.231","1","hsa-miR-3909","","",""
"CDC25A","0.208","0.297","0.231","1","hsa-miR-503-5p","","",""
"COX6B1","0.207","0.297","0.425","2","hsa-miR-24-3p","hsa-miR-1180-3p","",""
"ERO1A","0.208","0.297","0.231","1","hsa-miR-24-3p","","",""
"FAM46A","0.208","0.297","0.231","1","hsa-miR-3074-5p","","",""
"FZD5","0.208","0.297","0.231","1","hsa-miR-24-3p","","",""
"IRAK2","0.208","0.297","0.231","1","hsa-miR-146a-5p","","",""
"MTFR1L","0.208","0.297","0.231","1","hsa-miR-3173-5p","","",""
"NPFFR1","0.208","0.297","0.231","1","hsa-miR-5010-3p","","",""
"PPM1A","0.208","0.297","0.231","1","hsa-miR-503-5p","","",""
"PRRC2A","0.208","0.297","0.231","1","hsa-miR-1180-3p","","",""
"SERAC1","0.208","0.297","0.231","1","hsa-miR-215-5p","","",""
"SNAP29","0.208","0.297","0.231","1","hsa-miR-24-3p","","",""
"SNTN","0.208","0.297","0.231","1","hsa-miR-24-3p","","",""
"TAB1","0.208","0.297","0.231","1","hsa-miR-24-3p","","",""
"ZNF17","0.208","0.297","0.231","1","hsa-miR-24-3p","","",""
"ARID3A","0.212","0.299","0.235","1","hsa-miR-425-3p","","",""
"BMPR2","0.212","0.299","0.235","1","hsa-miR-215-5p","","",""
"CARHSP1","0.212","0.299","0.235","1","hsa-miR-3909","","",""
"DNAH17","0.212","0.299","0.235","1","hsa-miR-503-5p","","",""
"EPB41","0.212","0.299","0.235","1","hsa-miR-24-3p","","",""
"ESS2","0.212","0.299","0.235","1","hsa-miR-3909","","",""
"INIP","0.212","0.299","0.235","1","hsa-miR-215-5p","","",""
"KHSRP","0.212","0.299","0.432","2","hsa-miR-24-3p","hsa-miR-1180-3p","",""
"KIAA1210","0.212","0.299","0.235","1","hsa-miR-24-3p","","",""
"MCM7","0.212","0.299","0.235","1","hsa-miR-503-5p","","",""
"MTF2","0.212","0.299","0.235","1","hsa-miR-24-3p","","",""
"SLC5A5","0.212","0.299","0.235","1","hsa-miR-146b-5p","","",""
"SMAD7","0.212","0.299","0.235","1","hsa-miR-503-5p","","",""
"SRPRA","0.212","0.299","0.235","1","hsa-miR-503-5p","","",""
