"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4"
"CCDC150","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"CCL3","0.00921","0.0968","0.00923","1","hsa-miR-24-3p","","",""
"CCL3L3","0.00462","0.0968","0.00462","1","hsa-miR-215-5p","","",""
"CCL4","0.00921","0.0968","0.00923","1","hsa-miR-24-3p","","",""
"CCZ1","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"CD80","0.00462","0.0968","0.00462","1","hsa-miR-146a-5p","","",""
"CDC73","0.00390","0.0968","0.112","3","hsa-miR-24-3p","hsa-miR-146b-5p","hsa-miR-146a-5p",""
"CDKN3","0.00287","0.0968","0.0416","2","hsa-miR-146a-5p","hsa-miR-215-5p","",""
"CENPE","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"CFH","0.00462","0.0968","0.00462","1","hsa-miR-146a-5p","","",""
"CHFR","0.00921","0.0968","0.00923","1","hsa-miR-24-3p","","",""
"CIRBP","0.00921","0.0968","0.00923","1","hsa-miR-24-3p","","",""
"CLVS1","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"COPA","0.00844","0.0968","0.0716","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"CSK","0.00898","0.0968","0.0739","2","hsa-miR-24-3p","hsa-miR-1180-3p","",""
"DAB2","0.00791","0.0968","0.0693","2","hsa-miR-3173-5p","hsa-miR-4677-3p","",""
"DBF4B","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"DCAF10","0.00898","0.0968","0.0739","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"DCLRE1A","0.00462","0.0968","0.00462","1","hsa-miR-503-5p","","",""
"DDHD2","0.00355","0.0968","0.0462","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"DGCR6L","0.00429","0.0968","0.0508","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"DHFRP1","0.00921","0.0968","0.00923","1","hsa-miR-24-3p","","",""
"DIP2C","0.00429","0.0968","0.0508","2","hsa-miR-3909","hsa-miR-4677-3p","",""
"DND1","0.00462","0.0968","0.00462","1","hsa-miR-24-3p","","",""
"ELOA","0.00553","0.0968","0.0577","2","hsa-miR-215-5p","hsa-miR-4677-3p","",""
"ELP2","0.00506","0.0968","0.123","3","hsa-miR-146b-5p","hsa-miR-146a-5p","hsa-miR-24-3p",""
"EME1","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"EPSTI1","0.00921","0.0968","0.00923","1","hsa-miR-146a-5p","","",""
"ESD","0.00741","0.0968","0.0669","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"EXOSC8","0.00462","0.0968","0.00462","1","hsa-miR-24-3p","","",""
"EXTL2","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"FAAP20","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"FAM189A2","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"FAM222A","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"FBXO4","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"FGF8","0.00921","0.0968","0.00923","1","hsa-miR-503-5p","","",""
"FOXD1","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"FUT7","0.00462","0.0968","0.00462","1","hsa-miR-1180-3p","","",""
"GNPAT","0.00921","0.0968","0.00923","1","hsa-miR-24-3p","","",""
"GNRH1","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"GPANK1","0.00462","0.0968","0.00462","1","hsa-miR-215-5p","","",""
"GPRIN2","0.00898","0.0968","0.0739","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"GRHPR","0.00921","0.0968","0.00923","1","hsa-miR-1180-3p","","",""
"HAAO","0.00791","0.0968","0.0693","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"HACD3","0.00510","0.0968","0.0554","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"HBQ1","0.00462","0.0968","0.00462","1","hsa-miR-24-3p","","",""
"HESX1","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"HOXB9","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"HSPBAP1","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"IFNR","0.00921","0.0968","0.00923","1","hsa-miR-24-3p","","",""
"IL18RAP","0.00921","0.0968","0.00923","1","hsa-miR-4677-3p","","",""
"IL6","0.00429","0.0968","0.0508","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"IQCC","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"IRF7","0.00921","0.0968","0.00923","1","hsa-miR-146a-5p","","",""
"IRX4","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"IS2","0.00462","0.0968","0.00462","1","hsa-miR-146a-5p","","",""
"ISG15","0.00921","0.0968","0.00923","1","hsa-miR-146a-5p","","",""
"ITGBL1","0.00287","0.0968","0.0416","2","hsa-miR-146a-5p","hsa-miR-5010-3p","",""
"KCTD15","0.00488","0.0968","0.122","3","hsa-miR-215-5p","hsa-miR-146a-5p","hsa-miR-146b-5p",""
"KHDRBS3","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"KIF18A","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"KLC4","0.00921","0.0968","0.00923","1","hsa-miR-1180-3p","","",""
"LBR","0.00305","0.0968","0.103","3","hsa-miR-24-3p","hsa-miR-146b-5p","hsa-miR-146a-5p",""
"LINC00304","0.00462","0.0968","0.00462","1","hsa-miR-146a-5p","","",""
"LRP2","0.00921","0.0968","0.00923","1","hsa-miR-146a-5p","","",""
"LRRCC1","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"LRRFIP1","0.00553","0.0968","0.0577","2","hsa-miR-215-5p","hsa-miR-3074-5p","",""
"LRRTM2","0.00355","0.0968","0.0462","2","hsa-miR-3074-5p","hsa-miR-24-3p","",""
"MAN1C1","0.00741","0.0968","0.0669","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"MCM10","0.00391","0.0968","0.0485","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"MDN1","0.00287","0.0968","0.0416","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"MRPL27","0.00462","0.0968","0.00462","1","hsa-miR-24-3p","","",""
"MRPS22","0.00462","0.0968","0.00462","1","hsa-miR-24-3p","","",""
"MT1E","0.00391","0.0968","0.0485","2","hsa-miR-503-5p","hsa-miR-24-3p","",""
"MT1M","0.00921","0.0968","0.00923","1","hsa-miR-24-3p","","",""
"MTERF3","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"MYB","0.00510","0.0968","0.0554","2","hsa-miR-215-5p","hsa-miR-503-5p","",""
"MYLK","0.00898","0.0968","0.0739","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"NAE1","0.00921","0.0968","0.00923","1","hsa-miR-24-3p","","",""
"NEIL3","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"NFKB1","0.00256","0.0968","0.0392","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"NMU","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"NOP56","0.00921","0.0968","0.00923","1","hsa-miR-24-3p","","",""
"NOTUM","0.00462","0.0968","0.00462","1","hsa-miR-24-3p","","",""
"NOXO1","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"NSL1","0.00256","0.0968","0.0392","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"NT5M","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"NUFIP1","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"OR8U1","0.00462","0.0968","0.00462","1","hsa-miR-146b-5p","","",""
"PA2G4","0.00355","0.0968","0.0462","2","hsa-miR-146a-5p","hsa-miR-24-3p","",""
"PASK","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"PCK2","0.00921","0.0968","0.00923","1","hsa-miR-24-3p","","",""
"PHOSPHO2","0.00462","0.0968","0.00462","1","hsa-miR-24-3p","","",""
"PIF1","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"PLK4","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"PPP1R11","0.00843","0.0968","0.148","3","hsa-miR-146b-5p","hsa-miR-146a-5p","hsa-miR-503-5p",""
"PPP2R3B","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"PSMD1","0.00429","0.0968","0.0508","2","hsa-miR-24-3p","hsa-miR-1180-3p","",""
"PSTPIP2","0.00921","0.0968","0.00923","1","hsa-miR-24-3p","","",""
"PTPRF","0.00704","0.0968","0.139","3","hsa-miR-24-3p","hsa-miR-4677-3p","hsa-miR-425-3p",""
"PUM3","0.00921","0.0968","0.00923","1","hsa-miR-24-3p","","",""
"RACGAP1P","0.00462","0.0968","0.00462","1","hsa-miR-215-5p","","",""
"RAP1GAP","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"RARB","0.00643","0.0968","0.0623","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"RBP7","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"RDM1","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"REXO5","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"RGS13","0.00921","0.0968","0.00923","1","hsa-miR-146a-5p","","",""
"RHO","0.00921","0.0968","0.00923","1","hsa-miR-146a-5p","","",""
"RHOBTB3","0.00256","0.0968","0.0970","3","hsa-miR-215-5p","hsa-miR-146b-5p","hsa-miR-146a-5p",""
"RPLP1","0.00510","0.0968","0.0554","2","hsa-miR-1180-3p","hsa-miR-5010-3p","",""
"RSAD2","0.00921","0.0968","0.00923","1","hsa-miR-146a-5p","","",""
"SAYSD1","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"SCML1","0.00462","0.0968","0.00462","1","hsa-miR-24-3p","","",""
"SCRN3","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"SERPINA4","0.00553","0.0968","0.0577","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"SFRP1","0.00691","0.0968","0.0646","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"SHCBP1","0.00643","0.0968","0.0623","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"SLIT3","0.00355","0.0968","0.0462","2","hsa-miR-24-3p","hsa-miR-3074-5p","",""
"SNRPB2","0.00791","0.0968","0.0693","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"SNTG2","0.00462","0.0968","0.00462","1","hsa-miR-146a-5p","","",""
"SQSTM1","0.00643","0.0968","0.0623","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"ST6GAL2","0.00510","0.0968","0.0554","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"SULT2A1","0.00921","0.0968","0.00923","1","hsa-miR-24-3p","","",""
"SUMO3","0.00462","0.0968","0.00462","1","hsa-miR-24-3p","","",""
"SYT12","0.00921","0.0968","0.00923","1","hsa-miR-146a-5p","","",""
"TAF3","0.00921","0.0968","0.00923","1","hsa-miR-1180-3p","","",""
"TFCP2L1","0.00741","0.0968","0.0669","2","hsa-miR-215-5p","hsa-miR-4677-3p","",""
"TGFB1","0.00469","0.0968","0.0531","2","hsa-miR-24-3p","hsa-miR-146a-5p","",""
"TLR4","0.00510","0.0968","0.0554","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"TMEM106A","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"TMEM200A","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"TMEM200B","0.00462","0.0968","0.00462","1","hsa-miR-215-5p","","",""
"TRIM11","0.00921","0.0968","0.00923","1","hsa-miR-24-3p","","",""
"TTLL7","0.00355","0.0968","0.0462","2","hsa-miR-24-3p","hsa-miR-4677-3p","",""
"TTPA","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"TYMSOS","0.00462","0.0968","0.00462","1","hsa-miR-24-3p","","",""
"UBD","0.00844","0.0968","0.0716","2","hsa-miR-24-3p","hsa-miR-3909","",""
"UNG","0.00643","0.0968","0.0623","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"UPP1","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"UQCC1","0.00921","0.0968","0.00923","1","hsa-miR-24-3p","","",""
"VPS25","0.00462","0.0968","0.00462","1","hsa-miR-24-3p","","",""
"WDFY2","0.00553","0.0968","0.0577","2","hsa-miR-3909","hsa-miR-24-3p","",""
"WDR47","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"WSB2","0.00741","0.0968","0.0669","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"ZMYND19","0.00921","0.0968","0.00923","1","hsa-miR-24-3p","","",""
"ZNF114","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"ZNF165","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"ZNF184","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"ZNF217","0.00597","0.0968","0.0600","2","hsa-miR-24-3p","hsa-miR-3074-5p","",""
"ZNF230","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"ZNF385B","0.00921","0.0968","0.00923","1","hsa-miR-215-5p","","",""
"ZNF629","0.00256","0.0968","0.0392","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"PPWD1","0.00953","0.0988","0.0762","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"UBE2K","0.00953","0.0988","0.0762","2","hsa-miR-24-3p","hsa-miR-215-5p","",""
"ZNF292","0.00953","0.0988","0.0762","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"ADRB1","0.0125","0.0992","0.0877","2","hsa-miR-3909","hsa-miR-5010-3p","",""
"AKAP8","0.0107","0.0992","0.0808","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"APPL1","0.0101","0.0992","0.0785","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"ASRGL1","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"ATP13A3","0.0138","0.0992","0.0923","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"AUNIP","0.0138","0.0992","0.0139","1","hsa-miR-24-3p","","",""
"AVL9","0.0123","0.0992","0.169","3","hsa-miR-24-3p","hsa-miR-146b-5p","hsa-miR-146a-5p",""
"BAZ2B","0.0132","0.0992","0.0900","2","hsa-miR-425-3p","hsa-miR-24-3p","",""
"BBS7","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"BCL2A1","0.0138","0.0992","0.0139","1","hsa-miR-146a-5p","","",""
"BEX1","0.0138","0.0992","0.0139","1","hsa-miR-24-3p","","",""
"BLM","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"BRD8","0.0138","0.0992","0.0139","1","hsa-miR-24-3p","","",""
"C16orf62","0.0138","0.0992","0.0139","1","hsa-miR-1180-3p","","",""
"C1orf21","0.0138","0.0992","0.0923","2","hsa-miR-146a-5p","hsa-miR-503-5p","",""
"CASR","0.0138","0.0992","0.0139","1","hsa-miR-146b-5p","","",""
"CCNA2","0.0119","0.0992","0.0854","2","hsa-miR-24-3p","hsa-miR-146a-5p","",""
"CCNE1","0.0101","0.0992","0.0785","2","hsa-miR-503-5p","hsa-miR-215-5p","",""
"CCR9","0.0138","0.0992","0.0139","1","hsa-miR-146a-5p","","",""
"CENPU","0.0138","0.0992","0.0139","1","hsa-miR-146b-5p","","",""
"CHM","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"CKLF","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"CLK1","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"COPS5","0.0138","0.0992","0.0139","1","hsa-miR-24-3p","","",""
"COQ3","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"CXCL8","0.0113","0.0992","0.0831","2","hsa-miR-146a-5p","hsa-miR-4677-3p","",""
"CXorf57","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"CYTIP","0.0113","0.0992","0.0831","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"DCP1A","0.0119","0.0992","0.0854","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"DUS1L","0.0138","0.0992","0.0139","1","hsa-miR-24-3p","","",""
"DUSP3","0.0119","0.0992","0.0854","2","hsa-miR-3074-5p","hsa-miR-4677-3p","",""
"EAF2","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"EFNB2","0.0119","0.0992","0.0854","2","hsa-miR-215-5p","hsa-miR-503-5p","",""
"EGFR","0.0138","0.0992","0.0923","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"EPM2A","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"ERCC3","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"ERICH5","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"EXOSC1","0.0138","0.0992","0.0139","1","hsa-miR-24-3p","","",""
"FAM241B","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"FBXO34","0.0138","0.0992","0.0139","1","hsa-miR-24-3p","","",""
"FNTB","0.0138","0.0992","0.0139","1","hsa-miR-24-3p","","",""
"FZD4","0.0125","0.0992","0.0877","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"GALNT12","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"GPR19","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"GRAP2","0.0132","0.0992","0.0900","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"HINT3","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"HYLS1","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"IFI27","0.0138","0.0992","0.0139","1","hsa-miR-146a-5p","","",""
"IFI44","0.0138","0.0992","0.0139","1","hsa-miR-146a-5p","","",""
"ITGB2","0.0138","0.0992","0.0139","1","hsa-miR-146a-5p","","",""
"KCNJ14","0.0138","0.0992","0.0139","1","hsa-miR-24-3p","","",""
"KDM4D","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"KIF20B","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"LARP1B","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"LCN10","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"LIMD2","0.0107","0.0992","0.0808","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"MALSU1","0.0138","0.0992","0.0139","1","hsa-miR-24-3p","","",""
"MANF","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"MESD","0.0107","0.0992","0.0808","2","hsa-miR-3074-5p","hsa-miR-24-3p","",""
"METTL9","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"MEX3B","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"MMP20","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"MNS1","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"MRPL43","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"MRPS24","0.0138","0.0992","0.0139","1","hsa-miR-24-3p","","",""
"MRPS30","0.0107","0.0992","0.0808","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"MT1F","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"MTUS2","0.0138","0.0992","0.0139","1","hsa-miR-146a-5p","","",""
"NBN","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"NCAN","0.0113","0.0992","0.0831","2","hsa-miR-5010-3p","hsa-miR-24-3p","",""
"NR0B2","0.0138","0.0992","0.0139","1","hsa-miR-24-3p","","",""
"NUCKS1","0.0108","0.0992","0.162","3","hsa-miR-215-5p","hsa-miR-503-5p","hsa-miR-3074-5p",""
"NUDT15","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"NUF2","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"OASL","0.0138","0.0992","0.0139","1","hsa-miR-146a-5p","","",""
"PKMYT1","0.0132","0.0992","0.0900","2","hsa-miR-24-3p","hsa-miR-3909","",""
"PKN1","0.0138","0.0992","0.0139","1","hsa-miR-425-3p","","",""
"PMF1","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"PRADC1","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"PRPS2","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"PTS","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"RAD54B","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"RFC4","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"RHOT2","0.0138","0.0992","0.0139","1","hsa-miR-24-3p","","",""
"RNASE4","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"S100A8","0.0138","0.0992","0.0139","1","hsa-miR-24-3p","","",""
"S100P","0.0138","0.0992","0.0139","1","hsa-miR-24-3p","","",""
"SEPT10","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"SERGEF","0.0138","0.0992","0.0139","1","hsa-miR-24-3p","","",""
"SLC35F3","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"SLF2","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"SRPRB","0.0113","0.0992","0.0831","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"SS18","0.0107","0.0992","0.0808","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"TBX1","0.0138","0.0992","0.0139","1","hsa-miR-1180-3p","","",""
"TICRR","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"TMEM101","0.0138","0.0992","0.0923","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"TMEM236","0.0101","0.0992","0.0785","2","hsa-miR-5010-3p","hsa-miR-24-3p","",""
"TNFSF12","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"TNIP2","0.0138","0.0992","0.0923","2","hsa-miR-24-3p","hsa-miR-1180-3p","",""
"TRIB3","0.0132","0.0992","0.0900","2","hsa-miR-24-3p","hsa-miR-215-5p","",""
"TRIM22","0.0138","0.0992","0.0139","1","hsa-miR-146a-5p","","",""
"ZBTB14","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"ZSWIM3","0.0138","0.0992","0.0139","1","hsa-miR-215-5p","","",""
"ING1","0.0145","0.103","0.0947","2","hsa-miR-3909","hsa-miR-24-3p","",""
"PLA2G4A","0.0145","0.103","0.0947","2","hsa-miR-146b-5p","hsa-miR-24-3p","",""
"TMEM136","0.0145","0.103","0.0947","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"ACTL6A","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"ADGRG6","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"AK4","0.0173","0.106","0.104","2","hsa-miR-24-3p","hsa-miR-5010-3p","",""
"ALDH5A1","0.0159","0.106","0.0993","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"ATAD3A","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"ATP5L","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"BORA","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"BUB1B","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"C1orf112","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"CCNO","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"CCZ1B","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"CD83","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"CHPT1","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"CHSY3","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"CMTM3","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"CNTNAP3","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"CORO1A","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"CORO2B","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"CYBRD1","0.0152","0.106","0.0970","2","hsa-miR-146b-5p","hsa-miR-146a-5p","",""
"DEDD","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"DHCR24","0.0159","0.106","0.0993","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"DNAJB12","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"EIF2AK3","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"ENPP4","0.0159","0.106","0.0993","2","hsa-miR-215-5p","hsa-miR-3074-5p","",""
"FAH","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"FAIM","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"FAM110C","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"FAM171B","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"FERMT1","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"FGF11","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"FKBP1B","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"GPR37","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"GTF3C2","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"HNF1B","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"IFIT5","0.0184","0.106","0.0185","1","hsa-miR-146a-5p","","",""
"IL18","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"KAZALD1","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"KCNS3","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"KDM1B","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"KIF15","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"LSM14B","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"MAGI1","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"MAP1LC3B","0.0152","0.106","0.0970","2","hsa-miR-215-5p","hsa-miR-5010-3p","",""
"MBD6","0.0159","0.106","0.0993","2","hsa-miR-24-3p","hsa-miR-5010-3p","",""
"MEIS2","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"MRPL13","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"MXI1","0.0166","0.106","0.102","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"MYO6","0.0166","0.106","0.102","2","hsa-miR-146a-5p","hsa-miR-146b-5p","",""
"NOL12","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"NOTCH1","0.0166","0.106","0.102","2","hsa-miR-24-3p","hsa-miR-146a-5p","",""
"PCGF6","0.0184","0.106","0.0185","1","hsa-miR-24-3p","","",""
"PCOLCE2","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"PKP4","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"POMT2","0.0184","0.106","0.0185","1","hsa-miR-146b-5p","","",""
"PRIMPOL","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"PSMC3IP","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
"PSRC1","0.0184","0.106","0.0185","1","hsa-miR-215-5p","","",""
