"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4"
"NAGA","0.151","0.597","0.159","1","hsa-miR-24-3p","","",""
"NAGPA","0.178","0.597","0.191","1","hsa-miR-3184-5p","","",""
"NAIF1","0.0123","0.597","0.0955","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-24-3p","",""
"NAPB","0.178","0.597","0.191","1","hsa-miR-324-5p","","",""
"NAPRT1","0.0628","0.597","0.0636","1","hsa-miR-24-3p","","",""
"NCKAP5L","0.151","0.597","0.159","1","hsa-miR-24-3p","","",""
"NDST1","0.0550","0.597","0.318","3","hsa-miR-191-5p","hsa-miR-24-3p","hsa-miR-3184-5p",""
"NDUFA7","0.0929","0.597","0.0955","1","hsa-miR-24-3p","","",""
"NDUFAF4","0.0318","0.597","0.0318","1","hsa-miR-24-3p","","",""
"NEK4","0.0318","0.597","0.0318","1","hsa-miR-24-3p","","",""
"NFATC4","0.122","0.597","0.127","1","hsa-miR-3184-5p","","",""
"NFXL1","0.0628","0.597","0.0636","1","hsa-miR-24-3p","","",""
"NGF","0.0929","0.597","0.0955","1","hsa-miR-3184-5p","","",""
"NIPSNAP1","0.0628","0.597","0.0636","1","hsa-miR-24-3p","","",""
"NISCH","0.122","0.597","0.127","1","hsa-miR-503-5p","","",""
"NKX2-5","0.122","0.597","0.127","1","hsa-miR-215-5p","","",""
"NLRP1","0.205","0.597","0.223","1","hsa-miR-503-5p","","",""
"NMNAT2","0.114","0.597","0.302","2","hsa-miR-3184-5p","hsa-miR-503-5p","",""
"NR5A1","0.0628","0.597","0.0636","1","hsa-miR-24-3p","","",""
"NRP2","0.159","0.597","0.366","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-24-3p","",""
"NRXN2","0.178","0.597","0.191","1","hsa-miR-3184-5p","","",""
"NUCB1","0.0318","0.597","0.0318","1","hsa-miR-3184-5p","","",""
"NUDT17","0.122","0.597","0.127","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"ODC1","0.122","0.597","0.127","1","hsa-miR-3184-5p","","",""
"OLIG3","0.178","0.597","0.191","1","hsa-miR-215-5p","","",""
"OSTN","0.0929","0.597","0.0955","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"PA2G4","0.122","0.597","0.127","1","hsa-miR-3184-5p","","",""
"PARL","0.122","0.597","0.127","1","hsa-miR-24-3p","","",""
"PARVB","0.0929","0.597","0.0955","1","hsa-miR-324-5p","","",""
"PBX2","0.0282","0.597","0.143","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-3184-5p","",""
"PCK2","0.0628","0.597","0.0636","1","hsa-miR-215-5p","","",""
"PDAP1","0.0748","0.597","0.239","2","hsa-miR-3184-5p","hsa-miR-503-5p","",""
"PDF","0.178","0.597","0.191","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"PDGFRB","0.205","0.597","0.223","1","hsa-miR-24-3p","","",""
"PDHB","0.104","0.597","0.286","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-215-5p","",""
"PDLIM2","0.151","0.597","0.159","1","hsa-miR-24-3p","","",""
"PDP1","0.178","0.597","0.191","1","hsa-miR-215-5p","","",""
"PDZD8","0.0658","0.597","0.223","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-503-5p","",""
"PELI3","0.205","0.597","0.223","1","hsa-miR-24-3p","","",""
"PER1","0.00217","0.597","0.106","3","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-24-3p","hsa-miR-3184-5p",""
"PEX16","0.0628","0.597","0.0636","1","hsa-miR-3184-5p","","",""
"PHC1","0.0658","0.597","0.223","2","hsa-miR-24-3p","hsa-miR-324-5p","",""
"PHOX2B","0.0841","0.597","0.255","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-503-5p","",""
"PIGS","0.0929","0.597","0.0955","1","hsa-miR-24-3p","","",""
"PIM2","0.122","0.597","0.127","1","hsa-miR-24-3p","","",""
"PIP5K1B","0.151","0.597","0.159","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"PITPNM2","0.147","0.597","0.350","2","hsa-miR-191-5p","hsa-miR-3184-5p","",""
"PLA2G2C","0.0318","0.597","0.0318","1","hsa-miR-24-3p","","",""
"PLAGL1","0.205","0.597","0.223","1","hsa-miR-503-5p","","",""
"PLCD1","0.0929","0.597","0.0955","1","hsa-miR-191-5p","","",""
"PLK3","0.0929","0.597","0.0955","1","hsa-miR-24-3p","","",""
"PLOD2","0.205","0.597","0.223","1","hsa-miR-24-3p","","",""
"PM20D2","0.151","0.597","0.159","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"PML","0.122","0.597","0.127","1","hsa-miR-24-3p","","",""
"PNKP","0.0628","0.597","0.0636","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"PNPO","0.0929","0.597","0.0955","1","hsa-miR-24-3p","","",""
"POLR3H","0.0658","0.597","0.223","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-24-3p","",""
"POM121","0.0628","0.597","0.0636","1","hsa-miR-503-5p","","",""
"PPFIA3","0.205","0.597","0.223","1","hsa-miR-503-5p","","",""
"PPIL6","0.205","0.597","0.223","1","hsa-miR-24-3p","","",""
"PPM1D","0.136","0.597","0.334","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"PPP1R11","0.0222","0.597","0.127","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-503-5p","",""
"PPP1R1C","0.122","0.597","0.127","1","hsa-miR-215-5p","","",""
"PPP1R3D","0.205","0.597","0.223","1","hsa-miR-215-5p","","",""
"PQLC1","0.151","0.597","0.159","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"PRCP","0.178","0.597","0.191","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"PRKCH","0.0628","0.597","0.0636","1","hsa-miR-24-3p","","",""
"PRKRIP1","0.0318","0.597","0.0318","1","hsa-miR-24-3p","","",""
"PROX2","0.178","0.597","0.191","1","hsa-miR-24-3p","","",""
"PRPF31","0.0929","0.597","0.0955","1","hsa-miR-215-5p","","",""
"PRR11","0.205","0.597","0.223","1","hsa-miR-503-5p","","",""
"PRSS8","0.122","0.597","0.127","1","hsa-miR-24-3p","","",""
"PRX","0.0628","0.597","0.0636","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"PSD4","0.178","0.597","0.191","1","hsa-miR-24-3p","","",""
"PSKH1","0.0282","0.597","0.143","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"PSMA4","0.205","0.597","0.223","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"PTCD1","0.0282","0.597","0.143","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-503-5p","",""
"PTGER4","0.122","0.597","0.127","1","hsa-miR-24-3p","","",""
"PTGFRN","0.182","0.597","0.398","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-24-3p","",""
"PTK7","0.151","0.597","0.159","1","hsa-miR-503-5p","","",""
"PTPRF","0.114","0.597","0.302","2","hsa-miR-24-3p","hsa-miR-324-5p","",""
"RAB32","0.122","0.597","0.127","1","hsa-miR-215-5p","","",""
"RAB37","0.205","0.597","0.223","1","hsa-miR-24-3p","","",""
"RAB3IL1","0.122","0.597","0.127","1","hsa-miR-24-3p","","",""
"RAB4B","0.151","0.597","0.159","1","hsa-miR-24-3p","","",""
"RAB5B","0.159","0.597","0.366","2","hsa-miR-24-3p","hsa-miR-3184-5p","",""
"RABGAP1","0.178","0.597","0.191","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"RABIF","0.178","0.597","0.191","1","hsa-miR-3184-5p","","",""
"RAD23A","0.151","0.597","0.159","1","hsa-miR-3184-5p","","",""
"RAD54B","0.205","0.597","0.223","1","hsa-miR-215-5p","","",""
"RAD9A","0.151","0.597","0.159","1","hsa-miR-503-5p","","",""
"RBBP4","0.205","0.597","0.223","1","hsa-miR-24-3p","","",""
"RBM38","0.151","0.597","0.159","1","hsa-miR-324-5p","","",""
"RBP4","0.0628","0.597","0.0636","1","hsa-miR-24-3p","","",""
"RCAN1","0.125","0.597","0.318","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-324-5p","",""
"RCN3","0.122","0.597","0.127","1","hsa-miR-24-3p","","",""
"RCSD1","0.178","0.597","0.191","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"REEP2","0.151","0.597","0.159","1","hsa-miR-24-3p","","",""
"RGP1","0.0600","0.597","0.329","3","hsa-miR-24-3p","hsa-miR-324-5p","hsa-miR-503-5p",""
"RHBDL1","0.0318","0.597","0.0318","1","hsa-miR-24-3p","","",""
"RIMS2","0.104","0.597","0.286","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-24-3p","",""
"RMI2","0.0929","0.597","0.0955","1","hsa-miR-24-3p","","",""
"RNASEL","0.0929","0.597","0.0955","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"RNF138","0.0573","0.597","0.207","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"RNF165","0.182","0.597","0.398","2","hsa-miR-24-3p","hsa-miR-3184-5p","",""
"RNF32","0.122","0.597","0.127","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"RNF40","0.122","0.597","0.127","1","hsa-miR-24-3p","","",""
"RNF41","0.0628","0.597","0.0636","1","hsa-miR-503-5p","","",""
"RNF5","0.0929","0.597","0.0955","1","hsa-miR-3184-5p","","",""
"RNF8","0.178","0.597","0.191","1","hsa-miR-24-3p","","",""
"RNPEPL1","0.178","0.597","0.191","1","hsa-miR-3184-5p","","",""
"RP11-156E8.1","0.0929","0.597","0.0955","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"RP11-195F19.5","0.151","0.597","0.159","1","hsa-miR-3184-5p","","",""
"RP11-343C2.12","0.178","0.597","0.191","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"RP11-793H13.10","0.0318","0.597","0.0318","1","hsa-miR-3184-5p","","",""
"RP4-559A3.7","0.0929","0.597","0.0955","1","hsa-miR-503-5p","","",""
"RPA3","0.0929","0.597","0.0955","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"RPAP2","0.0282","0.597","0.143","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-215-5p","",""
"RPL36","0.0628","0.597","0.0636","1","hsa-miR-24-3p","","",""
"RPRM","0.122","0.597","0.127","1","hsa-miR-3184-5p","","",""
"RPS15","0.0628","0.597","0.0636","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"RRP12","0.0318","0.597","0.0318","1","hsa-miR-24-3p","","",""
"RUFY1","0.0628","0.597","0.0636","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"S1PR1","0.0822","0.597","0.371","3","hsa-miR-215-5p","hsa-miR-24-3p","hsa-miR-3184-5p",""
"SAMD10","0.178","0.597","0.191","1","hsa-miR-24-3p","","",""
"SBSPON","0.0929","0.597","0.0955","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SCARB1","0.178","0.597","0.191","1","hsa-miR-24-3p","","",""
"SCARF1","0.178","0.597","0.191","1","hsa-miR-215-5p","","",""
"SCEL","0.151","0.597","0.159","1","hsa-miR-24-3p","","",""
"SCML1","0.0628","0.597","0.0636","1","hsa-miR-24-3p","","",""
"SECISBP2","0.0929","0.597","0.0955","1","hsa-miR-24-3p","","",""
"SEMA3G","0.122","0.597","0.127","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SEMA4A","0.0628","0.597","0.0636","1","hsa-miR-24-3p","","",""
"SEMA4B","0.205","0.597","0.223","1","hsa-miR-24-3p","","",""
"SEMA6C","0.178","0.597","0.191","1","hsa-miR-24-3p","","",""
"SEPN1","0.205","0.597","0.223","1","hsa-miR-24-3p","","",""
"SERINC4","0.0628","0.597","0.0636","1","hsa-miR-215-5p","","",""
"SERPINH1","0.0169","0.597","0.111","2","hsa-miR-24-3p","hsa-miR-324-5p","",""
"SERTAD1","0.0929","0.597","0.0955","1","hsa-miR-24-3p","","",""
"SETD1B","0.125","0.597","0.318","2","hsa-miR-191-5p","hsa-miR-503-5p","",""
"SETD6","0.205","0.597","0.223","1","hsa-miR-503-5p","","",""
"SH2D4A","0.0929","0.597","0.0955","1","hsa-miR-24-3p","","",""
"SH3GL2","0.178","0.597","0.191","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SHANK3","0.104","0.597","0.286","2","hsa-miR-191-5p","hsa-miR-3184-5p","",""
"SHFM1","0.0628","0.597","0.0636","1","hsa-miR-24-3p","","",""
"SHPK","0.122","0.597","0.127","1","hsa-miR-324-5p","","",""
"SIAH2","0.205","0.597","0.223","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SIAH3","0.122","0.597","0.127","1","hsa-miR-24-3p","","",""
"SLA","0.205","0.597","0.223","1","hsa-miR-191-5p","","",""
"SLC10A3","0.205","0.597","0.223","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SLC11A2","0.122","0.597","0.127","1","hsa-miR-215-5p","","",""
"SLC16A2","0.0939","0.597","0.270","2","hsa-miR-191-5p","hsa-miR-24-3p","",""
"SLC19A3","0.0318","0.597","0.0318","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SLC20A2","0.0493","0.597","0.191","2","hsa-miR-3184-5p","hsa-miR-503-5p","",""
"SLC23A3","0.00507","0.597","0.0636","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"SLC25A11","0.178","0.597","0.191","1","hsa-miR-215-5p","","",""
"SLC25A29","0.178","0.597","0.191","1","hsa-miR-503-5p","","",""
"SLC26A10","0.0929","0.597","0.0955","1","hsa-miR-24-3p","","",""
"SLC2A14","0.0417","0.597","0.175","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-503-5p","",""
"SLC2A3","0.0573","0.597","0.207","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-503-5p","",""
"SLC39A6","0.122","0.597","0.127","1","hsa-miR-215-5p","","",""
"SLC4A1","0.178","0.597","0.191","1","hsa-miR-24-3p","","",""
"SLC52A3","0.0929","0.597","0.0955","1","hsa-miR-503-5p","","",""
"SLC5A6","0.0929","0.597","0.0955","1","hsa-miR-24-3p","","",""
"SLC9A3R1","0.0628","0.597","0.0636","1","hsa-miR-24-3p","","",""
"SLC9B2","0.0929","0.597","0.0955","1","hsa-miR-215-5p","","",""
"SLCO2A1","0.0929","0.597","0.0955","1","hsa-miR-3184-5p","","",""
"SLCO3A1","0.104","0.597","0.286","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-324-5p","",""
"SMAGP","0.0318","0.597","0.0318","1","hsa-miR-24-3p","","",""
"SMARCD1","0.00746","0.597","0.239","4","hsa-miR-191-5p","hsa-miR-24-3p","hsa-miR-3184-5p","hsa-miR-324-5p"
"SMC5","0.122","0.597","0.127","1","hsa-miR-215-5p","","",""
"SMG6","0.0282","0.597","0.143","2","hsa-miR-24-3p","hsa-miR-3184-5p","",""
"SMIM3","0.122","0.597","0.127","1","hsa-miR-3184-5p","","",""
"SMYD5","0.151","0.597","0.159","1","hsa-miR-24-3p","","",""
"SNCAIP","0.151","0.597","0.159","1","hsa-miR-24-3p","","",""
"SP6","0.205","0.597","0.223","1","hsa-miR-24-3p","","",""
"SPECC1","0.151","0.597","0.159","1","hsa-miR-24-3p","","",""
"SPI1","0.0929","0.597","0.0955","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SRM","0.151","0.597","0.159","1","hsa-miR-3184-5p","","",""
"SRPR","0.205","0.597","0.223","1","hsa-miR-503-5p","","",""
"SRRD","0.00217","0.597","0.106","3","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-24-3p","hsa-miR-3184-5p",""
"SRRM3","0.0222","0.597","0.127","2","hsa-miR-24-3p","hsa-miR-3184-5p","",""
"SRRM4","0.114","0.597","0.302","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-3184-5p","",""
"SRSF12","0.205","0.597","0.223","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SSBP3-AS1","0.0318","0.597","0.0318","1","hsa-miR-3184-5p","","",""
"SSH3","0.205","0.597","0.223","1","hsa-miR-24-3p","","",""
"SSTR1","0.151","0.597","0.159","1","hsa-miR-24-3p","","",""
"STK10","0.122","0.597","0.127","1","hsa-miR-24-3p","","",""
"STK25","0.178","0.597","0.191","1","hsa-miR-324-5p","","",""
"STK32B","0.0929","0.597","0.0955","1","hsa-miR-3184-5p","","",""
"STRA13","0.0628","0.597","0.0636","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SUPT6H","0.0282","0.597","0.143","2","hsa-miR-3184-5p","hsa-miR-324-5p","",""
"SUV420H2","0.205","0.597","0.223","1","hsa-miR-24-3p","","",""
"SYCN","0.0318","0.597","0.0318","1","hsa-miR-3184-5p","","",""
"SYP","0.122","0.597","0.127","1","hsa-miR-3184-5p","","",""
"SYT13","0.178","0.597","0.191","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SYT3","0.178","0.597","0.191","1","hsa-miR-503-5p","","",""
"TAF5","0.178","0.597","0.191","1","hsa-miR-191-5p","","",""
"TAF7L","0.151","0.597","0.159","1","hsa-miR-24-3p","","",""
"TBC1D16","0.0222","0.597","0.127","2","hsa-miR-3184-5p","hsa-miR-324-5p","",""
"TCTEX1D1","0.178","0.597","0.191","1","hsa-miR-215-5p","","",""
"TDRKH","0.122","0.597","0.127","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"TGM2","0.122","0.597","0.127","1","hsa-miR-24-3p","","",""
"THBS3","0.0318","0.597","0.0318","1","hsa-miR-3184-5p","","",""
"THTPA","0.178","0.597","0.191","1","hsa-miR-3184-5p","","",""
"THUMPD1","0.178","0.597","0.191","1","hsa-miR-503-5p","","",""
"TIAF1","0.178","0.597","0.191","1","hsa-miR-24-3p","","",""
"TLL1","0.0748","0.597","0.239","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"TMC7","0.0282","0.597","0.143","2","hsa-miR-191-5p","hsa-miR-503-5p","",""
"TMCC1","0.182","0.597","0.398","2","hsa-miR-324-5p","hsa-miR-503-5p","",""
"TMEM120B","0.0939","0.597","0.270","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-3184-5p","",""
"TMEM165","0.0929","0.597","0.0955","1","hsa-miR-24-3p","","",""
"TMEM180","0.205","0.597","0.223","1","hsa-miR-24-3p","","",""
"TMEM194B","0.151","0.597","0.159","1","hsa-miR-24-3p","","",""
"TMEM216","0.0123","0.597","0.0955","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-24-3p","",""
"TMEM55B","0.205","0.597","0.223","1","hsa-miR-503-5p","","",""
"TMEM74B","0.0628","0.597","0.0636","1","hsa-miR-503-5p","","",""
"TMEM75","0.0318","0.597","0.0318","1","hsa-miR-24-3p","","",""
"TMEM9","0.0929","0.597","0.0955","1","hsa-miR-24-3p","","",""
"TMEM92","0.0628","0.597","0.0636","1","hsa-miR-24-3p","","",""
"TNFRSF19","0.178","0.597","0.191","1","hsa-miR-24-3p","","",""
"TNFSF13B","0.178","0.597","0.191","1","hsa-miR-503-5p","","",""
"TNFSF8","0.0628","0.597","0.0636","1","hsa-miR-24-3p","","",""
"TNFSF9","0.0628","0.597","0.0636","1","hsa-miR-24-3p","","",""
"TOMM40","0.205","0.597","0.223","1","hsa-miR-24-3p","","",""
"TOR1A","0.122","0.597","0.127","1","hsa-miR-215-5p","","",""
"TRAK1","0.0628","0.597","0.0636","1","hsa-miR-503-5p","","",""
"TRIM55","0.151","0.597","0.159","1","hsa-miR-24-3p","","",""
"TRMT10B","0.122","0.597","0.127","1","hsa-miR-24-3p","","",""
"TRNP1","0.178","0.597","0.191","1","hsa-miR-3184-5p","","",""
"TRPC4AP","0.122","0.597","0.127","1","hsa-miR-24-3p","","",""
"TRPM6","0.122","0.597","0.127","1","hsa-miR-24-3p","","",""
"TSHZ2","0.182","0.597","0.398","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"TSPAN33","0.205","0.597","0.223","1","hsa-miR-24-3p","","",""
"TSPYL2","0.00832","0.597","0.0795","2","hsa-miR-3184-5p","hsa-miR-503-5p","",""
"TTC17","0.0628","0.597","0.0636","1","hsa-miR-24-3p","","",""
"TTC9C","0.0628","0.597","0.0636","1","hsa-miR-24-3p","","",""
"TYMS","0.0628","0.597","0.0636","1","hsa-miR-215-5p","","",""
"TYRO3","0.0658","0.597","0.223","2","hsa-miR-24-3p","hsa-miR-3184-5p","",""
"TYRP1","0.205","0.597","0.223","1","hsa-miR-215-5p","","",""
"TYSND1","0.151","0.597","0.159","1","hsa-miR-24-3p","","",""
"U2AF2","0.151","0.597","0.159","1","hsa-miR-3184-5p","","",""
"UBALD1","0.0929","0.597","0.0955","1","hsa-miR-3184-5p","","",""
"UCK1","0.0929","0.597","0.0955","1","hsa-miR-24-3p","","",""
"UCP2","0.0628","0.597","0.0636","1","hsa-miR-24-3p","","",""
"UQCC1","0.104","0.597","0.286","2","hsa-miR-24-3p","hsa-miR-3184-5p","",""
"URM1","0.178","0.597","0.191","1","hsa-miR-3184-5p","","",""
"USP2","0.00388","0.597","0.127","3","hsa-miR-24-3p","hsa-miR-324-5p","hsa-miR-503-5p",""
"VASN","0.122","0.597","0.127","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"VDAC1","0.151","0.597","0.159","1","hsa-miR-324-5p","","",""
"VGF","0.0628","0.597","0.0636","1","hsa-miR-3184-5p","","",""
"VPS28","0.0929","0.597","0.0955","1","hsa-miR-24-3p","","",""
"VPS37D","0.151","0.597","0.159","1","hsa-miR-3184-5p","","",""
"VPS52","0.151","0.597","0.159","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"WBSCR27","0.0628","0.597","0.0636","1","hsa-miR-3184-5p","","",""
"WDR12","0.178","0.597","0.191","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"WDR55","0.0493","0.597","0.191","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"WISP1","0.205","0.597","0.223","1","hsa-miR-24-3p","","",""
"WIZ","0.0748","0.597","0.239","2","hsa-miR-191-5p","hsa-miR-24-3p","",""
"WNT2B","0.101","0.597","0.403","3","hsa-miR-24-3p","hsa-miR-324-5p","hsa-miR-503-5p",""
"WNT3A","0.178","0.597","0.191","1","hsa-miR-503-5p","","",""
"WNT4","0.0347","0.597","0.159","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"WSB1","0.178","0.597","0.191","1","hsa-miR-191-5p","","",""
"WSCD1","0.205","0.597","0.223","1","hsa-miR-24-3p","","",""
"WWC2","0.195","0.597","0.414","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-215-5p","",""
"XPO4","0.0600","0.597","0.329","3","hsa-miR-215-5p","hsa-miR-24-3p","hsa-miR-503-5p",""
"YBX2","0.178","0.597","0.191","1","hsa-miR-24-3p","","",""
"YIF1A","0.0628","0.597","0.0636","1","hsa-miR-3184-5p","","",""
"YOD1","0.0763","0.597","0.361","3","hsa-miR-24-3p","hsa-miR-324-5p","hsa-miR-503-5p",""
"ZBTB2","0.151","0.597","0.159","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"ZC3H8","0.0929","0.597","0.0955","1","hsa-miR-24-3p","","",""
"ZC3HAV1","0.205","0.597","0.223","1","hsa-miR-215-5p","","",""
"ZER1","0.0658","0.597","0.223","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"ZFYVE1","0.122","0.597","0.127","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"ZHX3","0.114","0.597","0.302","2","hsa-miR-324-5p","hsa-miR-503-5p","",""
"ZMAT3","0.0457","0.597","0.297","3","hsa-miR-24-3p","hsa-miR-3184-5p","hsa-miR-503-5p",""
"ZMYM3","0.205","0.597","0.223","1","hsa-miR-24-3p","","",""
"ZNF217","0.0841","0.597","0.255","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"ZNF37A","0.0318","0.597","0.0318","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"ZNF532","0.0414","0.597","0.286","3","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-24-3p","hsa-miR-324-5p",""
"ZNF536","0.151","0.597","0.159","1","hsa-miR-215-5p","","",""
"ZNF572","0.0628","0.597","0.0636","1","hsa-miR-24-3p","","",""
"ZNF622","0.0628","0.597","0.0636","1","hsa-miR-503-5p","","",""
"ZNF697","0.136","0.597","0.334","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"ZNF787","0.0929","0.597","0.0955","1","hsa-miR-3184-5p","","",""
"ZNRF2","0.0763","0.597","0.361","3","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-324-5p","hsa-miR-503-5p",""
"ZPBP2","0.0628","0.597","0.0636","1","hsa-miR-215-5p","","",""
"ZXDA","0.151","0.597","0.159","1","hsa-miR-24-3p","","",""
"ZXDB","0.151","0.597","0.159","1","hsa-miR-24-3p","","",""
"AC010441.1","0.231","0.606","0.255","1","hsa-miR-3184-5p","","",""
"ACAN","0.231","0.606","0.255","1","hsa-miR-24-3p","","",""
"AFAP1L2","0.281","0.606","0.318","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"AGAP2","0.257","0.606","0.286","1","hsa-miR-3184-5p","","",""
"ALX1","0.281","0.606","0.318","1","hsa-miR-215-5p","","",""
"AMBRA1","0.231","0.606","0.255","1","hsa-miR-3184-5p","","",""
"ANGPTL2","0.257","0.606","0.286","1","hsa-miR-3184-5p","","",""
"ANLN","0.231","0.606","0.255","1","hsa-miR-503-5p","","",""
"AP2M1","0.257","0.606","0.286","1","hsa-miR-3184-5p","","",""
"AP3D1","0.281","0.606","0.318","1","hsa-miR-503-5p","","",""
"APLN","0.257","0.606","0.286","1","hsa-miR-503-5p","","",""
"APOLD1","0.257","0.606","0.286","1","hsa-miR-324-5p","","",""
"APOOL","0.257","0.606","0.286","1","hsa-miR-3184-5p","","",""
"AQP11","0.231","0.606","0.255","1","hsa-miR-503-5p","","",""
"ARF3","0.281","0.606","0.318","1","hsa-miR-324-5p","","",""
"ARHGAP44","0.281","0.606","0.318","1","hsa-miR-24-3p","","",""
"ASXL2","0.270","0.606","0.509","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"ATG13","0.231","0.606","0.255","1","hsa-miR-3184-5p","","",""
"ATG2A","0.281","0.606","0.318","1","hsa-miR-215-5p","","",""
"ATG7","0.219","0.606","0.445","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-215-5p","",""
"ATP1B2","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"ATP6V0A2","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"B4GALT2","0.231","0.606","0.255","1","hsa-miR-215-5p","","",""
"BAG1","0.281","0.606","0.318","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"BRD1","0.257","0.606","0.286","1","hsa-miR-24-3p","","",""
"BSN","0.283","0.606","0.525","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"BTAF1","0.283","0.606","0.525","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"BTLA","0.257","0.606","0.286","1","hsa-miR-503-5p","","",""
"BZW1","0.219","0.606","0.445","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"C2orf72","0.257","0.606","0.286","1","hsa-miR-503-5p","","",""
