"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4"
"FAM167A","0.373","0.618","0.445","1","hsa-miR-215-5p","","",""
"FAM65B","0.373","0.618","0.445","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"FBXW2","0.373","0.618","0.445","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"FSTL1","0.373","0.618","0.445","1","hsa-miR-503-5p","","",""
"GBA","0.373","0.618","0.445","1","hsa-miR-24-3p","","",""
"GGA2","0.373","0.618","0.445","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"GMPS","0.351","0.618","0.414","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"GRIP1","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"GRK5","0.351","0.618","0.414","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"HAS3","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"HIC2","0.373","0.618","0.636","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-24-3p","",""
"HOXB2","0.373","0.618","0.445","1","hsa-miR-191-5p","","",""
"HSPBAP1","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"KCNK10","0.335","0.618","0.589","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-503-5p","",""
"KCNK3","0.373","0.618","0.445","1","hsa-miR-215-5p","","",""
"KCTD20","0.373","0.618","0.445","1","hsa-miR-324-5p","","",""
"KDSR","0.351","0.618","0.414","1","hsa-miR-503-5p","","",""
"KIAA1614","0.373","0.618","0.445","1","hsa-miR-24-3p","","",""
"KIAA1644","0.373","0.618","0.445","1","hsa-miR-24-3p","","",""
"KIF5C","0.351","0.618","0.414","1","hsa-miR-503-5p","","",""
"KLF8","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"KLHL15","0.360","0.618","0.620","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"LRRC8B","0.373","0.618","0.445","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"MAGI1","0.373","0.618","0.445","1","hsa-miR-24-3p","","",""
"MCC","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"MFAP3","0.351","0.618","0.414","1","hsa-miR-215-5p","","",""
"MIPOL1","0.373","0.618","0.445","1","hsa-miR-215-5p","","",""
"MMS19","0.373","0.618","0.445","1","hsa-miR-24-3p","","",""
"MOB3B","0.373","0.618","0.445","1","hsa-miR-503-5p","","",""
"MSN","0.351","0.618","0.414","1","hsa-miR-215-5p","","",""
"MTMR4","0.351","0.618","0.414","1","hsa-miR-215-5p","","",""
"MYO1D","0.373","0.618","0.445","1","hsa-miR-3184-5p","","",""
"MYO1E","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"NEK6","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"NEUROD2","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"NIPBL","0.373","0.618","0.636","2","hsa-miR-215-5p","hsa-miR-324-5p","",""
"NKIRAS2","0.351","0.618","0.414","1","hsa-miR-3184-5p","","",""
"NPAS4","0.351","0.618","0.414","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"NPTXR","0.373","0.618","0.445","1","hsa-miR-3184-5p","","",""
"NUDT21","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"NUTF2","0.351","0.618","0.414","1","hsa-miR-503-5p","","",""
"OSBP","0.373","0.618","0.445","1","hsa-miR-24-3p","","",""
"PAPLN","0.373","0.618","0.445","1","hsa-miR-215-5p","","",""
"PCDH17","0.373","0.618","0.636","2","hsa-miR-215-5p","hsa-miR-24-3p","",""
"PCDH19","0.373","0.618","0.445","1","hsa-miR-324-5p","","",""
"PDE1B","0.373","0.618","0.445","1","hsa-miR-3184-5p","","",""
"PHC2","0.373","0.618","0.445","1","hsa-miR-191-5p","","",""
"PIGV","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"PNRC2","0.351","0.618","0.414","1","hsa-miR-503-5p","","",""
"PPL","0.373","0.618","0.445","1","hsa-miR-24-3p","","",""
"PRDM1","0.373","0.618","0.445","1","hsa-miR-24-3p","","",""
"PTPN4","0.373","0.618","0.636","2","hsa-miR-324-5p","hsa-miR-503-5p","",""
"PTPRD","0.373","0.618","0.636","2","hsa-miR-24-3p","hsa-miR-324-5p","",""
"RAB15","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"RAB35","0.373","0.618","0.445","1","hsa-miR-503-5p","","",""
"RAN","0.351","0.618","0.414","1","hsa-miR-324-5p","","",""
"RAP1A","0.360","0.618","0.620","2","hsa-miR-24-3p","hsa-miR-324-5p","",""
"RECK","0.351","0.618","0.414","1","hsa-miR-503-5p","","",""
"REL","0.373","0.618","0.445","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"RNF4","0.351","0.618","0.414","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"RP11-644F5.10","0.373","0.618","0.445","1","hsa-miR-324-5p","","",""
"SBF2","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"SEC23IP","0.373","0.618","0.445","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SEPT3","0.351","0.618","0.414","1","hsa-miR-324-5p","","",""
"SKIDA1","0.373","0.618","0.445","1","hsa-miR-24-3p","","",""
"SLC19A2","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"SLC25A37","0.373","0.618","0.445","1","hsa-miR-503-5p","","",""
"SMAD4","0.351","0.618","0.414","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SNX1","0.373","0.618","0.445","1","hsa-miR-24-3p","","",""
"SNX22","0.351","0.618","0.414","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SOX1","0.373","0.618","0.445","1","hsa-miR-324-5p","","",""
"SPTBN2","0.351","0.618","0.414","1","hsa-miR-503-5p","","",""
"SRSF6","0.351","0.618","0.414","1","hsa-miR-215-5p","","",""
"SSR1","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"STXBP6","0.351","0.618","0.414","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"TBC1D20","0.373","0.618","0.445","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"TCF21","0.351","0.618","0.414","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"TCTE1","0.351","0.618","0.414","1","hsa-miR-503-5p","","",""
"TECPR2","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"TMEM115","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"TPCN1","0.373","0.618","0.445","1","hsa-miR-3184-5p","","",""
"VASH1","0.373","0.618","0.445","1","hsa-miR-24-3p","","",""
"WBP11","0.373","0.618","0.445","1","hsa-miR-503-5p","","",""
"ZBTB44","0.373","0.618","0.445","1","hsa-miR-24-3p","","",""
"ZC3H4","0.373","0.618","0.445","1","hsa-miR-324-5p","","",""
"ZDHHC14","0.351","0.618","0.414","1","hsa-miR-24-3p","","",""
"ZNF449","0.351","0.618","0.414","1","hsa-miR-503-5p","","",""
"ZNF512B","0.373","0.618","0.445","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"ZNF740","0.373","0.618","0.445","1","hsa-miR-24-3p","","",""
"ACER3","0.394","0.619","0.477","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"AMMECR1L","0.394","0.619","0.477","1","hsa-miR-191-5p","","",""
"AMOTL2","0.394","0.619","0.477","1","hsa-miR-24-3p","","",""
"ANAPC16","0.394","0.619","0.477","1","hsa-miR-215-5p","","",""
"ANKS1A","0.394","0.619","0.477","1","hsa-miR-503-5p","","",""
"CADM3","0.394","0.619","0.477","1","hsa-miR-3184-5p","","",""
"CDC25A","0.394","0.619","0.477","1","hsa-miR-503-5p","","",""
"CDH4","0.394","0.619","0.477","1","hsa-miR-503-5p","","",""
"CNTN2","0.394","0.619","0.477","1","hsa-miR-3184-5p","","",""
"CSRNP1","0.394","0.619","0.477","1","hsa-miR-24-3p","","",""
"DAAM2","0.394","0.619","0.477","1","hsa-miR-3184-5p","","",""
"DNAJC16","0.394","0.619","0.477","1","hsa-miR-503-5p","","",""
"DPP10","0.394","0.619","0.477","1","hsa-miR-215-5p","","",""
"DSE","0.394","0.619","0.477","1","hsa-miR-191-5p","","",""
"EFNA3","0.394","0.619","0.477","1","hsa-miR-3184-5p","","",""
"FBXL19","0.394","0.619","0.477","1","hsa-miR-24-3p","","",""
"G3BP1","0.386","0.619","0.652","2","hsa-miR-3184-5p","hsa-miR-503-5p","",""
"GINM1","0.394","0.619","0.477","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"GIT1","0.394","0.619","0.477","1","hsa-miR-24-3p","","",""
"GPR22","0.394","0.619","0.477","1","hsa-miR-215-5p","","",""
"IGF2BP1","0.386","0.619","0.652","2","hsa-miR-24-3p","hsa-miR-3184-5p","",""
"KCNK5","0.394","0.619","0.477","1","hsa-miR-3184-5p","","",""
"KCTD15","0.394","0.619","0.477","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"KHNYN","0.394","0.619","0.477","1","hsa-miR-24-3p","","",""
"KIAA0226","0.394","0.619","0.477","1","hsa-miR-24-3p","","",""
"KIF5A","0.394","0.619","0.477","1","hsa-miR-503-5p","","",""
"LIMD2","0.394","0.619","0.477","1","hsa-miR-24-3p","","",""
"LIMS1","0.394","0.619","0.477","1","hsa-miR-215-5p","","",""
"LIN54","0.394","0.619","0.477","1","hsa-miR-191-5p","","",""
"LMX1A","0.394","0.619","0.477","1","hsa-miR-324-5p","","",""
"MAP2K1","0.394","0.619","0.477","1","hsa-miR-503-5p","","",""
"MAPK14","0.394","0.619","0.477","1","hsa-miR-24-3p","","",""
"METAP2","0.394","0.619","0.477","1","hsa-miR-324-5p","","",""
"MIA3","0.394","0.619","0.477","1","hsa-miR-24-3p","","",""
"MIEF1","0.394","0.619","0.477","1","hsa-miR-503-5p","","",""
"MYO18A","0.394","0.619","0.477","1","hsa-miR-24-3p","","",""
"NTN1","0.394","0.619","0.477","1","hsa-miR-3184-5p","","",""
"PCYOX1","0.394","0.619","0.477","1","hsa-miR-3184-5p","","",""
"PHB2","0.394","0.619","0.477","1","hsa-miR-24-3p","","",""
"POMGNT1","0.394","0.619","0.477","1","hsa-miR-24-3p","","",""
"RER1","0.394","0.619","0.477","1","hsa-miR-24-3p","","",""
"RNF169","0.394","0.619","0.477","1","hsa-miR-324-5p","","",""
"RSPO3","0.394","0.619","0.477","1","hsa-miR-503-5p","","",""
"SBK1","0.394","0.619","0.477","1","hsa-miR-24-3p","","",""
"SCML2","0.394","0.619","0.477","1","hsa-miR-24-3p","","",""
"SEMA5A","0.394","0.619","0.477","1","hsa-miR-24-3p","","",""
"SETD5","0.394","0.619","0.477","1","hsa-miR-324-5p","","",""
"SFXN5","0.394","0.619","0.477","1","hsa-miR-24-3p","","",""
"SLC7A6","0.394","0.619","0.477","1","hsa-miR-24-3p","","",""
"SPIN1","0.394","0.619","0.477","1","hsa-miR-24-3p","","",""
"STC2","0.394","0.619","0.477","1","hsa-miR-24-3p","","",""
"STX17","0.394","0.619","0.477","1","hsa-miR-24-3p","","",""
"TJP1","0.394","0.619","0.477","1","hsa-miR-191-5p","","",""
"TMTC3","0.394","0.619","0.477","1","hsa-miR-215-5p","","",""
"USP1","0.394","0.619","0.477","1","hsa-miR-215-5p","","",""
"WT1","0.394","0.619","0.477","1","hsa-miR-3184-5p","","",""
"ZNF366","0.394","0.619","0.477","1","hsa-miR-215-5p","","",""
"ZNF367","0.394","0.619","0.477","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"ZNF608","0.394","0.619","0.477","1","hsa-miR-3184-5p","","",""
"XKR4","0.399","0.626","0.668","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-24-3p","",""
"ACACB","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"ADAM12","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"ALCAM","0.415","0.626","0.509","1","hsa-miR-215-5p","","",""
"B3GALT1","0.415","0.626","0.509","1","hsa-miR-503-5p","","",""
"BBC3","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"BMF","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"CAST","0.415","0.626","0.509","1","hsa-miR-503-5p","","",""
"CC2D1B","0.415","0.626","0.509","1","hsa-miR-503-5p","","",""
"CCNYL1","0.415","0.626","0.509","1","hsa-miR-503-5p","","",""
"CECR6","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"DAGLA","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"DENND2C","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"DGCR14","0.415","0.626","0.509","1","hsa-miR-324-5p","","",""
"EMC7","0.415","0.626","0.509","1","hsa-miR-215-5p","","",""
"FAM78A","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"FNDC5","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"FYN","0.415","0.626","0.509","1","hsa-miR-324-5p","","",""
"GAS7","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"GPR61","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"HIC1","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"LOX","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"MDGA1","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"NAV2","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"NPAT","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"PCYT1B","0.415","0.626","0.509","1","hsa-miR-324-5p","","",""
"PDP2","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"PIANP","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"POU3F2","0.415","0.626","0.509","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"RAP2A","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"RASL10B","0.415","0.626","0.509","1","hsa-miR-3184-5p","","",""
"RIMKLB","0.415","0.626","0.509","1","hsa-miR-503-5p","","",""
"RNF214","0.415","0.626","0.509","1","hsa-miR-324-5p","","",""
"SCN3A","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"SCN3B","0.415","0.626","0.509","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SCRT2","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"SLIT2","0.415","0.626","0.509","1","hsa-miR-503-5p","","",""
"STK24","0.415","0.626","0.509","1","hsa-miR-3184-5p","","",""
"TMEM151B","0.415","0.626","0.509","1","hsa-miR-24-3p","","",""
"UBE2F","0.415","0.626","0.509","1","hsa-miR-324-5p","","",""
"WIPI2","0.415","0.626","0.509","1","hsa-miR-503-5p","","",""
"WNT9B","0.415","0.626","0.509","1","hsa-miR-3184-5p","","",""
"XIAP","0.412","0.626","0.684","2","hsa-miR-146a-5p/hsa-miR-146b-5p","hsa-miR-215-5p","",""
"ZCCHC14","0.412","0.626","0.684","2","hsa-miR-191-5p","hsa-miR-24-3p","",""
"ZDHHC5","0.415","0.626","0.509","1","hsa-miR-3184-5p","","",""
"ZSCAN29","0.415","0.626","0.509","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"AP2B1","0.435","0.632","0.541","1","hsa-miR-24-3p","","",""
"ATXN7L3B","0.435","0.632","0.541","1","hsa-miR-24-3p","","",""
"AVL9","0.435","0.632","0.541","1","hsa-miR-24-3p","","",""
"BCORL1","0.435","0.632","0.541","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"CCDC117","0.435","0.632","0.541","1","hsa-miR-24-3p","","",""
"CDKN1B","0.435","0.632","0.541","1","hsa-miR-24-3p","","",""
"CNBP","0.435","0.632","0.541","1","hsa-miR-3184-5p","","",""
"CREBL2","0.435","0.632","0.541","1","hsa-miR-24-3p","","",""
"CRTC1","0.435","0.632","0.541","1","hsa-miR-24-3p","","",""
"DIXDC1","0.435","0.632","0.541","1","hsa-miR-503-5p","","",""
"EDNRB","0.435","0.632","0.541","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"ERC2","0.435","0.632","0.541","1","hsa-miR-24-3p","","",""
"FAM179A","0.435","0.632","0.541","1","hsa-miR-24-3p","","",""
"FBXO21","0.435","0.632","0.541","1","hsa-miR-503-5p","","",""
"GAB2","0.435","0.632","0.541","1","hsa-miR-24-3p","","",""
"GPR63","0.435","0.632","0.541","1","hsa-miR-503-5p","","",""
"GRID1","0.435","0.632","0.541","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"GTPBP1","0.435","0.632","0.541","1","hsa-miR-24-3p","","",""
"HAUS5","0.435","0.632","0.541","1","hsa-miR-24-3p","","",""
"HSPE1-MOB4","0.435","0.632","0.541","1","hsa-miR-503-5p","","",""
"IPO9","0.435","0.632","0.541","1","hsa-miR-503-5p","","",""
"IPPK","0.435","0.632","0.541","1","hsa-miR-503-5p","","",""
"IRF1","0.435","0.632","0.541","1","hsa-miR-24-3p","","",""
"KIAA1239","0.435","0.632","0.541","1","hsa-miR-24-3p","","",""
"LHX6","0.435","0.632","0.541","1","hsa-miR-3184-5p","","",""
"MBTPS2","0.435","0.632","0.541","1","hsa-miR-24-3p","","",""
"MOB4","0.435","0.632","0.541","1","hsa-miR-503-5p","","",""
"NBEAL1","0.435","0.632","0.541","1","hsa-miR-503-5p","","",""
"NKD1","0.435","0.632","0.541","1","hsa-miR-503-5p","","",""
"NREP","0.435","0.632","0.541","1","hsa-miR-24-3p","","",""
"NUDT3","0.435","0.632","0.541","1","hsa-miR-24-3p","","",""
"NUMBL","0.435","0.632","0.541","1","hsa-miR-3184-5p","","",""
"PAK4","0.435","0.632","0.541","1","hsa-miR-24-3p","","",""
"PHTF2","0.435","0.632","0.541","1","hsa-miR-215-5p","","",""
"PKP4","0.435","0.632","0.541","1","hsa-miR-215-5p","","",""
"PRKAR1A","0.435","0.632","0.541","1","hsa-miR-215-5p","","",""
"SEMA4G","0.435","0.632","0.541","1","hsa-miR-24-3p","","",""
"SLC43A2","0.435","0.632","0.541","1","hsa-miR-324-5p","","",""
"ST6GAL2","0.435","0.632","0.541","1","hsa-miR-324-5p","","",""
"STAU2","0.435","0.632","0.541","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"TBC1D22B","0.435","0.632","0.541","1","hsa-miR-24-3p","","",""
"TMEM200C","0.435","0.632","0.541","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"UGCG","0.435","0.632","0.541","1","hsa-miR-24-3p","","",""
"VTI1B","0.435","0.632","0.541","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"WASF3","0.435","0.632","0.541","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"ZBTB34","0.425","0.632","0.700","2","hsa-miR-191-5p","hsa-miR-215-5p","",""
"ZC3H11A","0.435","0.632","0.541","1","hsa-miR-503-5p","","",""
"TMEM178B","0.437","0.634","0.716","2","hsa-miR-24-3p","hsa-miR-503-5p","",""
"ADCYAP1R1","0.455","0.634","0.573","1","hsa-miR-24-3p","","",""
"ANKRD44","0.455","0.634","0.573","1","hsa-miR-215-5p","","",""
"ARHGAP20","0.455","0.634","0.573","1","hsa-miR-503-5p","","",""
"ATL2","0.455","0.634","0.573","1","hsa-miR-24-3p","","",""
"ATP8B2","0.455","0.634","0.573","1","hsa-miR-3184-5p","","",""
"CBFA2T3","0.455","0.634","0.573","1","hsa-miR-503-5p","","",""
"CDC6","0.455","0.634","0.573","1","hsa-miR-215-5p","","",""
"DCC","0.455","0.634","0.573","1","hsa-miR-215-5p","","",""
"DGCR2","0.455","0.634","0.573","1","hsa-miR-324-5p","","",""
"DLC1","0.455","0.634","0.573","1","hsa-miR-24-3p","","",""
"DLG5","0.455","0.634","0.573","1","hsa-miR-215-5p","","",""
"DNAJA2","0.455","0.634","0.573","1","hsa-miR-503-5p","","",""
"DNAJB14","0.455","0.634","0.573","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"DRGX","0.455","0.634","0.573","1","hsa-miR-191-5p","","",""
"EHF","0.455","0.634","0.573","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"FLNB","0.455","0.634","0.573","1","hsa-miR-3184-5p","","",""
"FOSL2","0.450","0.634","0.732","2","hsa-miR-3184-5p","hsa-miR-503-5p","",""
"FOXK1","0.455","0.634","0.573","1","hsa-miR-503-5p","","",""
"FURIN","0.455","0.634","0.573","1","hsa-miR-24-3p","","",""
"FYTTD1","0.455","0.634","0.573","1","hsa-miR-324-5p","","",""
"HEYL","0.455","0.634","0.573","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"HMGB3","0.455","0.634","0.573","1","hsa-miR-324-5p","","",""
"KDM2B","0.455","0.634","0.573","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"KIF21B","0.455","0.634","0.573","1","hsa-miR-24-3p","","",""
"MYBL1","0.455","0.634","0.573","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"NLN","0.455","0.634","0.573","1","hsa-miR-24-3p","","",""
"NUP50","0.455","0.634","0.573","1","hsa-miR-503-5p","","",""
"OSBPL10","0.455","0.634","0.573","1","hsa-miR-215-5p","","",""
"PAM","0.455","0.634","0.573","1","hsa-miR-503-5p","","",""
"PEA15","0.455","0.634","0.573","1","hsa-miR-24-3p","","",""
"PER2","0.455","0.634","0.573","1","hsa-miR-24-3p","","",""
"PGM3","0.455","0.634","0.573","1","hsa-miR-24-3p","","",""
"PLEKHA6","0.455","0.634","0.573","1","hsa-miR-24-3p","","",""
"RANBP10","0.455","0.634","0.573","1","hsa-miR-24-3p","","",""
"RAP1GAP2","0.455","0.634","0.573","1","hsa-miR-215-5p","","",""
"RCC2","0.455","0.634","0.573","1","hsa-miR-191-5p","","",""
"SIRPA","0.455","0.634","0.573","1","hsa-miR-24-3p","","",""
"SLC12A6","0.455","0.634","0.573","1","hsa-miR-24-3p","","",""
"SOCS4","0.455","0.634","0.573","1","hsa-miR-24-3p","","",""
"SPRED3","0.455","0.634","0.573","1","hsa-miR-3184-5p","","",""
"ST5","0.455","0.634","0.573","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"TBC1D30","0.455","0.634","0.573","1","hsa-miR-24-3p","","",""
"TCERG1","0.455","0.634","0.573","1","hsa-miR-24-3p","","",""
"TLK1","0.455","0.634","0.573","1","hsa-miR-503-5p","","",""
"TLN1","0.455","0.634","0.573","1","hsa-miR-503-5p","","",""
"TMEM136","0.455","0.634","0.573","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"TMEM194A","0.455","0.634","0.573","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"ZBTB8B","0.455","0.634","0.573","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"ZDHHC18","0.455","0.634","0.573","1","hsa-miR-503-5p","","",""
"ACVR1B","0.473","0.644","0.605","1","hsa-miR-24-3p","","",""
"AIFM1","0.473","0.644","0.605","1","hsa-miR-503-5p","","",""
"ATF7IP","0.473","0.644","0.605","1","hsa-miR-24-3p","","",""
"CD2AP","0.473","0.644","0.605","1","hsa-miR-503-5p","","",""
"CDC37L1","0.473","0.644","0.605","1","hsa-miR-503-5p","","",""
"CDK5R1","0.473","0.644","0.605","1","hsa-miR-503-5p","","",""
"CSRNP2","0.473","0.644","0.605","1","hsa-miR-24-3p","","",""
"EBF2","0.473","0.644","0.605","1","hsa-miR-24-3p","","",""
"ELL","0.473","0.644","0.605","1","hsa-miR-24-3p","","",""
"FBXO11","0.473","0.644","0.605","1","hsa-miR-324-5p","","",""
"FOXP4","0.473","0.644","0.605","1","hsa-miR-3184-5p","","",""
"FRYL","0.473","0.644","0.605","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"GRHL2","0.473","0.644","0.605","1","hsa-miR-3184-5p","","",""
"IGFBP5","0.473","0.644","0.605","1","hsa-miR-24-3p","","",""
"LHX4","0.473","0.644","0.605","1","hsa-miR-503-5p","","",""
"MBD6","0.473","0.644","0.605","1","hsa-miR-24-3p","","",""
"MPRIP","0.473","0.644","0.605","1","hsa-miR-3184-5p","","",""
"NDUFB9","0.473","0.644","0.605","1","hsa-miR-215-5p","","",""
"PAX2","0.473","0.644","0.605","1","hsa-miR-503-5p","","",""
"PITPNM3","0.473","0.644","0.605","1","hsa-miR-191-5p","","",""
"POLH","0.473","0.644","0.605","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"PTPN3","0.473","0.644","0.605","1","hsa-miR-503-5p","","",""
"SPATS2L","0.473","0.644","0.605","1","hsa-miR-24-3p","","",""
"SRCAP","0.473","0.644","0.605","1","hsa-miR-503-5p","","",""
"STX6","0.473","0.644","0.605","1","hsa-miR-24-3p","","",""
"TMOD2","0.473","0.644","0.605","1","hsa-miR-191-5p","","",""
"TNKS","0.473","0.644","0.605","1","hsa-miR-24-3p","","",""
"TOP1","0.473","0.644","0.605","1","hsa-miR-24-3p","","",""
"WDR7","0.473","0.644","0.605","1","hsa-miR-215-5p","","",""
"WDTC1","0.473","0.644","0.605","1","hsa-miR-24-3p","","",""
"WWC1","0.473","0.644","0.605","1","hsa-miR-3184-5p","","",""
"ZBTB7B","0.473","0.644","0.605","1","hsa-miR-3184-5p","","",""
"ZMYM4","0.473","0.644","0.605","1","hsa-miR-3184-5p","","",""
"ADCY9","0.492","0.651","0.636","1","hsa-miR-24-3p","","",""
"AGPAT3","0.492","0.651","0.636","1","hsa-miR-24-3p","","",""
"ATP2A2","0.492","0.651","0.636","1","hsa-miR-24-3p","","",""
"CHST11","0.492","0.651","0.636","1","hsa-miR-24-3p","","",""
"CMTM4","0.492","0.651","0.636","1","hsa-miR-24-3p","","",""
"DBNL","0.492","0.651","0.636","1","hsa-miR-24-3p","","",""
"DLGAP3","0.492","0.651","0.636","1","hsa-miR-3184-5p","","",""
"EIF1","0.492","0.651","0.636","1","hsa-miR-215-5p","","",""
"FUBP3","0.492","0.651","0.636","1","hsa-miR-191-5p","","",""
"GABPA","0.492","0.651","0.636","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"GAPVD1","0.492","0.651","0.636","1","hsa-miR-215-5p","","",""
"HECTD1","0.492","0.651","0.636","1","hsa-miR-503-5p","","",""
"ITGA9","0.492","0.651","0.636","1","hsa-miR-324-5p","","",""
"KCNJ2","0.492","0.651","0.636","1","hsa-miR-24-3p","","",""
"KIF26B","0.492","0.651","0.636","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"KLF6","0.492","0.651","0.636","1","hsa-miR-24-3p","","",""
"KLHL24","0.492","0.651","0.636","1","hsa-miR-24-3p","","",""
"MEMO1","0.492","0.651","0.636","1","hsa-miR-324-5p","","",""
"NCOA3","0.492","0.651","0.636","1","hsa-miR-215-5p","","",""
"PAPD4","0.492","0.651","0.636","1","hsa-miR-503-5p","","",""
"PLCB1","0.492","0.651","0.636","1","hsa-miR-3184-5p","","",""
"PLEKHA8","0.492","0.651","0.636","1","hsa-miR-24-3p","","",""
"PMEPA1","0.492","0.651","0.636","1","hsa-miR-24-3p","","",""
"SMAD7","0.492","0.651","0.636","1","hsa-miR-503-5p","","",""
"SORT1","0.492","0.651","0.636","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"SPTLC2","0.492","0.651","0.636","1","hsa-miR-24-3p","","",""
"STC1","0.492","0.651","0.636","1","hsa-miR-146a-5p/hsa-miR-146b-5p","","",""
"TGFBR3","0.492","0.651","0.636","1","hsa-miR-3184-5p","","",""
"TMEM55A","0.492","0.651","0.636","1","hsa-miR-503-5p","","",""
