"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5"
"MCU","0.265","0.430","0.305","1","hsa-miR-3909","","","",""
"MRPL37","0.265","0.430","0.305","1","hsa-miR-361-3p","","","",""
"NCAN","0.265","0.430","0.305","1","hsa-miR-24-3p","","","",""
"NFATC3","0.265","0.430","0.305","1","hsa-miR-361-3p","","","",""
"NUBPL","0.265","0.430","0.305","1","hsa-miR-24-3p","","","",""
"PIP4P2","0.265","0.430","0.305","1","hsa-miR-3074-5p","","","",""
"PNKD","0.265","0.430","0.305","1","hsa-miR-215-5p","","","",""
"PPARGC1B","0.265","0.430","0.305","1","hsa-miR-361-3p","","","",""
"PRKCA","0.265","0.430","0.305","1","hsa-miR-24-3p","","","",""
"PRSS21","0.265","0.430","0.305","1","hsa-miR-503-5p","","","",""
"PSMA2","0.265","0.430","0.305","1","hsa-miR-191-5p","","","",""
"RBM3","0.265","0.430","0.305","1","hsa-miR-24-3p","","","",""
"RNF2","0.265","0.430","0.305","1","hsa-miR-24-3p","","","",""
"RS1","0.265","0.430","0.305","1","hsa-miR-503-5p","","","",""
"SPRED1","0.260","0.430","0.495","2","hsa-miR-451b","hsa-miR-503-5p","","",""
"SRM","0.265","0.430","0.305","1","hsa-miR-3184-5p","","","",""
"TAS2R5","0.265","0.430","0.305","1","hsa-miR-6741-3p","","","",""
"TEP1","0.265","0.430","0.305","1","hsa-miR-6741-3p","","","",""
"ZBTB20","0.260","0.430","0.495","2","hsa-miR-361-3p","hsa-miR-2110","","",""
"ZKSCAN3","0.265","0.430","0.305","1","hsa-miR-24-3p","","","",""
"ZNF200","0.265","0.430","0.305","1","hsa-miR-215-5p","","","",""
"ZNF419","0.265","0.430","0.305","1","hsa-miR-6741-3p","","","",""
"ZSWIM6","0.265","0.430","0.305","1","hsa-miR-1180-3p","","","",""
"AP2B1","0.271","0.432","0.313","1","hsa-miR-503-5p","","","",""
"ARHGAP11A","0.271","0.432","0.313","1","hsa-miR-215-5p","","","",""
"ASCL2","0.271","0.432","0.313","1","hsa-miR-3184-5p","","","",""
"ATP6V1B2","0.271","0.432","0.313","1","hsa-miR-503-5p","","","",""
"C12orf49","0.270","0.432","0.508","2","hsa-miR-24-3p","hsa-miR-6511a-3p","","",""
"CAMK4","0.271","0.432","0.313","1","hsa-miR-215-5p","","","",""
"CERK","0.271","0.432","0.313","1","hsa-miR-503-5p","","","",""
"CNEP1R1","0.271","0.432","0.313","1","hsa-miR-215-5p","","","",""
"CPSF6","0.271","0.432","0.313","1","hsa-miR-215-5p","","","",""
"EXOC7","0.271","0.432","0.313","1","hsa-miR-3074-5p","","","",""
"GPR180","0.271","0.432","0.313","1","hsa-miR-215-5p","","","",""
"HDGF","0.270","0.432","0.604","3","hsa-miR-503-5p","hsa-miR-3184-5p","hsa-miR-3909","",""
"IL21R","0.271","0.432","0.313","1","hsa-miR-2110","","","",""
"IRAK1BP1","0.271","0.432","0.313","1","hsa-miR-451b","","","",""
"JCAD","0.271","0.432","0.313","1","hsa-miR-324-5p","","","",""
"LMAN1","0.271","0.432","0.313","1","hsa-miR-215-5p","","","",""
"MATR3","0.271","0.432","0.313","1","hsa-miR-24-3p","","","",""
"MFAP3","0.271","0.432","0.313","1","hsa-miR-191-5p","","","",""
"MGAT5B","0.271","0.432","0.313","1","hsa-miR-324-5p","","","",""
"NFYA","0.271","0.432","0.313","1","hsa-miR-361-3p","","","",""
"ODF2L","0.271","0.432","0.313","1","hsa-miR-503-5p","","","",""
"OXA1L","0.271","0.432","0.313","1","hsa-miR-6741-3p","","","",""
"PCYOX1","0.271","0.432","0.313","1","hsa-miR-24-3p","","","",""
"PRKAR1A","0.271","0.432","0.313","1","hsa-miR-215-5p","","","",""
"RAB3IP","0.270","0.432","0.508","2","hsa-miR-503-5p","hsa-miR-3074-5p","","",""
"RAD18","0.271","0.432","0.313","1","hsa-miR-3184-5p","","","",""
"RASSF4","0.271","0.432","0.313","1","hsa-miR-24-3p","","","",""
"RNF222","0.271","0.432","0.313","1","hsa-miR-6741-3p","","","",""
"SASH1","0.271","0.432","0.313","1","hsa-miR-3074-5p","","","",""
"SEPT9","0.271","0.432","0.313","1","hsa-miR-3184-5p","","","",""
"SH3RF2","0.271","0.432","0.313","1","hsa-miR-425-3p","","","",""
"SIRT1","0.271","0.432","0.313","1","hsa-miR-215-5p","","","",""
"THEM6","0.271","0.432","0.313","1","hsa-miR-215-5p","","","",""
"TM7SF3","0.271","0.432","0.313","1","hsa-miR-6750-3p","","","",""
"TPGS1","0.271","0.432","0.313","1","hsa-miR-6741-3p","","","",""
"TRIM59","0.271","0.432","0.313","1","hsa-miR-215-5p","","","",""
"TWISTNB","0.271","0.432","0.313","1","hsa-miR-6750-3p","","","",""
"WNT4","0.271","0.432","0.313","1","hsa-miR-24-3p","","","",""
"ADRB1","0.278","0.436","0.322","1","hsa-miR-3909","","","",""
"AMMECR1L","0.278","0.436","0.322","1","hsa-miR-191-5p","","","",""
"AP5Z1","0.278","0.436","0.322","1","hsa-miR-451b","","","",""
"ATIC","0.278","0.436","0.322","1","hsa-miR-1180-3p","","","",""
"BCL2L11","0.276","0.436","0.516","2","hsa-miR-24-3p","hsa-miR-215-5p","","",""
"C12orf65","0.278","0.436","0.322","1","hsa-miR-215-5p","","","",""
"C8orf58","0.278","0.436","0.322","1","hsa-miR-24-3p","","","",""
"FAM83F","0.276","0.436","0.516","2","hsa-miR-451b","hsa-miR-3173-5p","","",""
"GGA3","0.278","0.436","0.322","1","hsa-miR-451b","","","",""
"IER2","0.278","0.436","0.322","1","hsa-miR-6750-3p","","","",""
"IFITM1","0.278","0.436","0.322","1","hsa-miR-146a-5p","","","",""
"IL17RB","0.278","0.436","0.322","1","hsa-miR-215-5p","","","",""
"KRTAP4-9","0.278","0.436","0.322","1","hsa-miR-3074-5p","","","",""
"LAMTOR3","0.278","0.436","0.322","1","hsa-miR-24-3p","","","",""
"MFSD4B","0.278","0.436","0.322","1","hsa-miR-6741-3p","","","",""
"MMP17","0.278","0.436","0.322","1","hsa-miR-3184-5p","","","",""
"MRPL51","0.278","0.436","0.322","1","hsa-miR-6511a-3p","","","",""
"MYC","0.276","0.436","0.516","2","hsa-miR-24-3p","hsa-miR-4677-3p","","",""
"NECTIN1","0.278","0.436","0.322","1","hsa-miR-3184-5p","","","",""
"PRSS8","0.278","0.436","0.322","1","hsa-miR-24-3p","","","",""
"PYCR1","0.278","0.436","0.322","1","hsa-miR-2110","","","",""
"RBM22","0.278","0.436","0.322","1","hsa-miR-24-3p","","","",""
"SH3GL1","0.278","0.436","0.322","1","hsa-miR-2110","","","",""
"SLC16A5","0.278","0.436","0.322","1","hsa-miR-6511a-3p","","","",""
"SLC25A43","0.278","0.436","0.322","1","hsa-miR-451b","","","",""
"TMEM167A","0.276","0.436","0.516","2","hsa-miR-146b-5p","hsa-miR-146a-5p","","",""
"TMEM65","0.278","0.436","0.322","1","hsa-miR-451b","","","",""
"MIDN","0.279","0.438","0.615","3","hsa-miR-24-3p","hsa-miR-2110","hsa-miR-3184-5p","",""
"GXYLT2","0.280","0.439","0.521","2","hsa-miR-146b-5p","hsa-miR-146a-5p","","",""
"MAP3K9","0.280","0.439","0.521","2","hsa-miR-24-3p","hsa-miR-3184-5p","","",""
"PARD6B","0.280","0.439","0.521","2","hsa-miR-146b-5p","hsa-miR-146a-5p","","",""
"AKIP1","0.284","0.442","0.330","1","hsa-miR-24-3p","","","",""
"ANGEL1","0.284","0.442","0.330","1","hsa-miR-2110","","","",""
"ATG14","0.284","0.442","0.330","1","hsa-miR-6741-3p","","","",""
"C1orf115","0.284","0.442","0.330","1","hsa-miR-3909","","","",""
"CASZ1","0.284","0.442","0.330","1","hsa-miR-3184-5p","","","",""
"CCDC174","0.284","0.442","0.330","1","hsa-miR-215-5p","","","",""
"COL8A1","0.284","0.442","0.330","1","hsa-miR-24-3p","","","",""
"FSTL3","0.284","0.442","0.330","1","hsa-miR-361-3p","","","",""
"HLA-A","0.284","0.442","0.330","1","hsa-miR-2110","","","",""
"KMT5A","0.284","0.442","0.330","1","hsa-miR-3184-5p","","","",""
"SNX27","0.284","0.442","0.330","1","hsa-miR-26b-3p","","","",""
"SOX12","0.284","0.442","0.330","1","hsa-miR-3184-5p","","","",""
"TPR","0.284","0.442","0.330","1","hsa-miR-1180-3p","","","",""
"WARS","0.284","0.442","0.330","1","hsa-miR-6750-3p","","","",""
"WWC2","0.284","0.442","0.330","1","hsa-miR-215-5p","","","",""
"ZNF226","0.284","0.442","0.330","1","hsa-miR-215-5p","","","",""
"IRGQ","0.286","0.445","0.529","2","hsa-miR-451b","hsa-miR-361-3p","","",""
"SUMO1","0.286","0.445","0.529","2","hsa-miR-4677-3p","hsa-miR-24-3p","","",""
"ACSL6","0.290","0.446","0.339","1","hsa-miR-6741-3p","","","",""
"AHDC1","0.290","0.446","0.339","1","hsa-miR-3184-5p","","","",""
"APOC3","0.290","0.446","0.339","1","hsa-miR-451b","","","",""
"COPS8","0.290","0.446","0.339","1","hsa-miR-146a-5p","","","",""
"EPG5","0.290","0.446","0.339","1","hsa-miR-24-3p","","","",""
"ERBB3","0.290","0.446","0.339","1","hsa-miR-24-3p","","","",""
"GCK","0.290","0.446","0.339","1","hsa-miR-3909","","","",""
"GOLGA7","0.290","0.446","0.339","1","hsa-miR-191-5p","","","",""
"IVD","0.290","0.446","0.339","1","hsa-miR-503-5p","","","",""
"MED21","0.290","0.446","0.339","1","hsa-miR-215-5p","","","",""
"MSI1","0.290","0.446","0.339","1","hsa-miR-2110","","","",""
"MTRNR2L7","0.290","0.446","0.339","1","hsa-miR-26b-3p","","","",""
"ORMDL3","0.290","0.446","0.339","1","hsa-miR-6511a-3p","","","",""
"PPP1R14C","0.290","0.446","0.339","1","hsa-miR-191-5p","","","",""
"PRKAA2","0.290","0.446","0.339","1","hsa-miR-26b-3p","","","",""
"RANBP2","0.290","0.446","0.339","1","hsa-miR-3074-5p","","","",""
"RNF6","0.290","0.446","0.339","1","hsa-miR-215-5p","","","",""
"TMEM245","0.289","0.446","0.533","2","hsa-miR-503-5p","hsa-miR-361-3p","","",""
"TRMT112","0.290","0.446","0.339","1","hsa-miR-2110","","","",""
"TRPM6","0.290","0.446","0.339","1","hsa-miR-24-3p","","","",""
"TUBA1B","0.290","0.446","0.339","1","hsa-miR-324-5p","","","",""
"VEGFA","0.289","0.446","0.533","2","hsa-miR-503-5p","hsa-miR-451b","","",""
"ZNF486","0.290","0.446","0.339","1","hsa-miR-3074-5p","","","",""
"ZNF787","0.290","0.446","0.339","1","hsa-miR-3184-5p","","","",""
"SPATA2","0.292","0.449","0.538","2","hsa-miR-3184-5p","hsa-miR-191-5p","","",""
"CPSF2","0.296","0.451","0.347","1","hsa-miR-24-3p","","","",""
"DTD2","0.296","0.451","0.347","1","hsa-miR-24-3p","","","",""
"ELOVL6","0.296","0.451","0.347","1","hsa-miR-451b","","","",""
"KIAA1614","0.296","0.451","0.347","1","hsa-miR-6741-3p","","","",""
"MTA1","0.296","0.451","0.347","1","hsa-miR-3184-5p","","","",""
"NOS1AP","0.296","0.451","0.347","1","hsa-miR-3184-5p","","","",""
"NPHP3","0.296","0.451","0.347","1","hsa-miR-215-5p","","","",""
"OGFRL1","0.296","0.451","0.347","1","hsa-miR-215-5p","","","",""
"OTULIN","0.296","0.451","0.347","1","hsa-miR-451b","","","",""
"RAB23","0.296","0.451","0.347","1","hsa-miR-215-5p","","","",""
"RELA","0.296","0.451","0.347","1","hsa-miR-324-5p","","","",""
"RHCG","0.296","0.451","0.347","1","hsa-miR-215-5p","","","",""
"RPAP2","0.296","0.451","0.347","1","hsa-miR-215-5p","","","",""
"SLC29A4","0.296","0.451","0.347","1","hsa-miR-24-3p","","","",""
"SPA17","0.296","0.451","0.347","1","hsa-miR-3074-5p","","","",""
"TOMM40L","0.296","0.451","0.347","1","hsa-miR-4677-3p","","","",""
"TPD52L2","0.296","0.451","0.347","1","hsa-miR-4677-3p","","","",""
"WDR31","0.296","0.451","0.347","1","hsa-miR-6741-3p","","","",""
"ZXDB","0.296","0.451","0.347","1","hsa-miR-24-3p","","","",""
"ZNF566","0.299","0.455","0.546","2","hsa-miR-361-3p","hsa-miR-24-3p","","",""
"AKAP5","0.302","0.455","0.356","1","hsa-miR-24-3p","","","",""
"ANKRD13B","0.302","0.455","0.356","1","hsa-miR-3184-5p","","","",""
"ANKRD9","0.302","0.455","0.356","1","hsa-miR-24-3p","","","",""
"ATAD3C","0.302","0.455","0.356","1","hsa-miR-24-3p","","","",""
"BTN3A3","0.302","0.455","0.356","1","hsa-miR-503-5p","","","",""
"EXT1","0.302","0.455","0.356","1","hsa-miR-503-5p","","","",""
"FOXQ1","0.302","0.455","0.356","1","hsa-miR-24-3p","","","",""
"GBA2","0.302","0.455","0.356","1","hsa-miR-24-3p","","","",""
"IGDCC4","0.302","0.455","0.356","1","hsa-miR-215-5p","","","",""
"MAP1LC3B","0.302","0.455","0.356","1","hsa-miR-215-5p","","","",""
"MAX","0.302","0.455","0.356","1","hsa-miR-2110","","","",""
"NEURL1B","0.302","0.455","0.356","1","hsa-miR-26b-3p","","","",""
"PPP1R18","0.302","0.455","0.356","1","hsa-miR-324-5p","","","",""
"RNF144B","0.302","0.455","0.356","1","hsa-miR-6750-3p","","","",""
"RPL27A","0.302","0.455","0.356","1","hsa-miR-1180-3p","","","",""
"SATB1","0.302","0.455","0.356","1","hsa-miR-191-5p","","","",""
"SH3BP4","0.302","0.455","0.356","1","hsa-miR-215-5p","","","",""
"SLITRK4","0.302","0.455","0.356","1","hsa-miR-324-5p","","","",""
"SP4","0.302","0.455","0.356","1","hsa-miR-3074-5p","","","",""
"SREK1","0.302","0.455","0.356","1","hsa-miR-503-5p","","","",""
"UBL3","0.302","0.455","0.356","1","hsa-miR-215-5p","","","",""
"WDR33","0.302","0.455","0.356","1","hsa-miR-3074-5p","","","",""
"XPO6","0.302","0.455","0.356","1","hsa-miR-324-5p","","","",""
"AGPAT5","0.308","0.458","0.364","1","hsa-miR-6741-3p","","","",""
"ANGEL2","0.308","0.458","0.364","1","hsa-miR-3909","","","",""
"CCNE2","0.308","0.458","0.364","1","hsa-miR-503-5p","","","",""
"CISD2","0.308","0.458","0.364","1","hsa-miR-24-3p","","","",""
"DCAF17","0.308","0.458","0.364","1","hsa-miR-503-5p","","","",""
"DNAAF3","0.308","0.458","0.364","1","hsa-miR-6511a-3p","","","",""
"GMPR","0.308","0.458","0.364","1","hsa-miR-3909","","","",""
"HINFP","0.308","0.458","0.364","1","hsa-miR-6741-3p","","","",""
"HIST1H1E","0.308","0.458","0.364","1","hsa-miR-1180-3p","","","",""
"ITGB3","0.308","0.458","0.364","1","hsa-miR-24-3p","","","",""
"KCNK10","0.308","0.458","0.364","1","hsa-miR-3173-5p","","","",""
"KDM6B","0.305","0.458","0.554","2","hsa-miR-146a-5p","hsa-miR-146b-5p","","",""
"MBD6","0.308","0.458","0.364","1","hsa-miR-24-3p","","","",""
"MPZL1","0.308","0.458","0.364","1","hsa-miR-215-5p","","","",""
"MTRNR2L3","0.308","0.458","0.364","1","hsa-miR-26b-3p","","","",""
"NCAPD2","0.308","0.458","0.364","1","hsa-miR-6741-3p","","","",""
"NFIX","0.305","0.458","0.554","2","hsa-miR-324-5p","hsa-miR-3184-5p","","",""
"PFKFB3","0.308","0.458","0.364","1","hsa-miR-3184-5p","","","",""
"PHTF2","0.308","0.458","0.364","1","hsa-miR-215-5p","","","",""
"PIM1","0.308","0.458","0.364","1","hsa-miR-215-5p","","","",""
"ROBO1","0.308","0.458","0.364","1","hsa-miR-146a-5p","","","",""
"SAMD4A","0.308","0.458","0.364","1","hsa-miR-3909","","","",""
"SPN","0.308","0.458","0.364","1","hsa-miR-6750-3p","","","",""
"SRARP","0.308","0.458","0.364","1","hsa-miR-6741-3p","","","",""
"STEAP2","0.308","0.458","0.364","1","hsa-miR-451b","","","",""
"UBE2G2","0.308","0.458","0.364","1","hsa-miR-3173-5p","","","",""
"VASP","0.308","0.458","0.364","1","hsa-miR-361-3p","","","",""
"VEZT","0.308","0.458","0.364","1","hsa-miR-6741-3p","","","",""
"VSTM4","0.308","0.458","0.364","1","hsa-miR-6741-3p","","","",""
"ZNF780A","0.308","0.458","0.364","1","hsa-miR-6511a-3p","","","",""
"ZNF708","0.308","0.458","0.559","2","hsa-miR-24-3p","hsa-miR-2110","","",""
"C22orf39","0.314","0.463","0.372","1","hsa-miR-3184-5p","","","",""
"EFTUD2","0.314","0.463","0.372","1","hsa-miR-4677-3p","","","",""
"ENSA","0.314","0.463","0.372","1","hsa-miR-6741-3p","","","",""
"HOXA7","0.314","0.463","0.372","1","hsa-miR-2110","","","",""
"MAP3K7","0.314","0.463","0.372","1","hsa-miR-503-5p","","","",""
"MAP7D1","0.314","0.463","0.372","1","hsa-miR-4677-3p","","","",""
"NDUFS1","0.314","0.463","0.372","1","hsa-miR-324-5p","","","",""
"NETO2","0.314","0.463","0.372","1","hsa-miR-24-3p","","","",""
"PCGF5","0.314","0.463","0.372","1","hsa-miR-215-5p","","","",""
"PHKA1","0.314","0.463","0.372","1","hsa-miR-503-5p","","","",""
"PTPN9","0.314","0.463","0.372","1","hsa-miR-24-3p","","","",""
"RBM48","0.314","0.463","0.372","1","hsa-miR-24-3p","","","",""
"RPL37A","0.314","0.463","0.372","1","hsa-miR-24-3p","","","",""
"SLC48A1","0.314","0.463","0.372","1","hsa-miR-215-5p","","","",""
"SNX1","0.314","0.463","0.372","1","hsa-miR-24-3p","","","",""
"TMEM169","0.314","0.463","0.372","1","hsa-miR-215-5p","","","",""
"VPS18","0.314","0.463","0.372","1","hsa-miR-361-3p","","","",""
"ZNF561","0.314","0.463","0.372","1","hsa-miR-6741-3p","","","",""
"AK4","0.320","0.466","0.381","1","hsa-miR-24-3p","","","",""
"ANG","0.320","0.466","0.381","1","hsa-miR-215-5p","","","",""
"ARHGAP18","0.320","0.466","0.381","1","hsa-miR-451b","","","",""
"COX20","0.320","0.466","0.381","1","hsa-miR-24-3p","","","",""
"CS","0.320","0.466","0.381","1","hsa-miR-324-5p","","","",""
"DUSP19","0.320","0.466","0.381","1","hsa-miR-24-3p","","","",""
"E2F8","0.320","0.466","0.381","1","hsa-miR-215-5p","","","",""
"GRK4","0.320","0.466","0.381","1","hsa-miR-24-3p","","","",""
"HBS1L","0.320","0.466","0.381","1","hsa-miR-2110","","","",""
"IER3IP1","0.320","0.466","0.381","1","hsa-miR-6511a-3p","","","",""
"KIAA1456","0.318","0.466","0.571","2","hsa-miR-503-5p","hsa-miR-24-3p","","",""
"MAF","0.320","0.466","0.381","1","hsa-miR-451b","","","",""
"MAGEB4","0.320","0.466","0.381","1","hsa-miR-6741-3p","","","",""
"MYBL2","0.320","0.466","0.381","1","hsa-miR-3184-5p","","","",""
"PEX5L","0.320","0.466","0.381","1","hsa-miR-6741-3p","","","",""
"PLIN3","0.320","0.466","0.381","1","hsa-miR-24-3p","","","",""
"RABAC1","0.320","0.466","0.381","1","hsa-miR-24-3p","","","",""
"SIK2","0.320","0.466","0.381","1","hsa-miR-24-3p","","","",""
"SLC5A12","0.320","0.466","0.381","1","hsa-miR-6741-3p","","","",""
"SLC7A2","0.320","0.466","0.381","1","hsa-miR-24-3p","","","",""
"SPSB1","0.320","0.466","0.381","1","hsa-miR-425-3p","","","",""
"SPTLC3","0.320","0.466","0.381","1","hsa-miR-24-3p","","","",""
"TMEM100","0.320","0.466","0.381","1","hsa-miR-503-5p","","","",""
"UBL5","0.320","0.466","0.381","1","hsa-miR-324-5p","","","",""
"ZBTB8B","0.318","0.466","0.571","2","hsa-miR-215-5p","hsa-miR-24-3p","","",""
"ZNF367","0.320","0.466","0.381","1","hsa-miR-503-5p","","","",""
"ATXN1","0.321","0.467","0.576","2","hsa-miR-361-3p","hsa-miR-3173-5p","","",""
"CACNA1C","0.326","0.469","0.389","1","hsa-miR-2110","","","",""
"CADM1","0.326","0.469","0.389","1","hsa-miR-361-3p","","","",""
"FASN","0.326","0.469","0.389","1","hsa-miR-2110","","","",""
"GMFB","0.326","0.469","0.389","1","hsa-miR-24-3p","","","",""
"GRINA","0.326","0.469","0.389","1","hsa-miR-24-3p","","","",""
"HES2","0.326","0.469","0.389","1","hsa-miR-3074-5p","","","",""
"HNRNPR","0.326","0.469","0.389","1","hsa-miR-6750-3p","","","",""
"IL17REL","0.326","0.469","0.389","1","hsa-miR-24-3p","","","",""
"IRAK3","0.326","0.469","0.389","1","hsa-miR-24-3p","","","",""
"KCNK3","0.326","0.469","0.389","1","hsa-miR-3184-5p","","","",""
"LEAP2","0.326","0.469","0.389","1","hsa-miR-215-5p","","","",""
"PAPOLA","0.326","0.469","0.389","1","hsa-miR-24-3p","","","",""
"PDE7A","0.326","0.469","0.389","1","hsa-miR-24-3p","","","",""
"RAB1A","0.326","0.469","0.389","1","hsa-miR-215-5p","","","",""
"RFTN2","0.326","0.469","0.389","1","hsa-miR-24-3p","","","",""
"SH3D19","0.326","0.469","0.389","1","hsa-miR-451b","","","",""
"SPATS2L","0.326","0.469","0.389","1","hsa-miR-146a-5p","","","",""
"SPOPL","0.326","0.469","0.389","1","hsa-miR-324-5p","","","",""
"SPRY4","0.324","0.469","0.580","2","hsa-miR-215-5p","hsa-miR-3184-5p","","",""
"SRP19","0.326","0.469","0.389","1","hsa-miR-24-3p","","","",""
"TNFSF14","0.326","0.469","0.389","1","hsa-miR-361-3p","","","",""
"USP37","0.326","0.469","0.389","1","hsa-miR-191-5p","","","",""
"ZKSCAN1","0.326","0.469","0.389","1","hsa-miR-24-3p","","","",""
"ZMIZ1","0.326","0.469","0.389","1","hsa-miR-1180-3p","","","",""
"ZNF485","0.326","0.469","0.389","1","hsa-miR-6741-3p","","","",""
"ZNF525","0.326","0.469","0.389","1","hsa-miR-6511a-3p","","","",""
"AHCY","0.332","0.469","0.398","1","hsa-miR-3074-5p","","","",""
"ATP6V1A","0.332","0.469","0.398","1","hsa-miR-24-3p","","","",""
"C6orf141","0.332","0.469","0.398","1","hsa-miR-451b","","","",""
"CCDC137","0.332","0.469","0.398","1","hsa-miR-2110","","","",""
"CD274","0.332","0.469","0.398","1","hsa-miR-324-5p","","","",""
"CKAP2L","0.332","0.469","0.398","1","hsa-miR-215-5p","","","",""
"DNA2","0.332","0.469","0.398","1","hsa-miR-24-3p","","","",""
"GLRX2","0.332","0.469","0.398","1","hsa-miR-24-3p","","","",""
"GNB1","0.332","0.469","0.398","1","hsa-miR-324-5p","","","",""
"HMOX1","0.332","0.469","0.398","1","hsa-miR-24-3p","","","",""
"KCNE4","0.332","0.469","0.398","1","hsa-miR-24-3p","","","",""
"KPNA5","0.332","0.469","0.398","1","hsa-miR-3074-5p","","","",""
"KSR2","0.332","0.469","0.398","1","hsa-miR-361-3p","","","",""
"MAP4K2","0.332","0.469","0.398","1","hsa-miR-503-5p","","","",""
"MFSD14B","0.332","0.469","0.398","1","hsa-miR-215-5p","","","",""
"NFAT5","0.328","0.469","0.584","2","hsa-miR-24-3p","hsa-miR-146a-5p","","",""
"PAFAH1B1","0.332","0.469","0.398","1","hsa-miR-215-5p","","","",""
"PDXK","0.332","0.469","0.398","1","hsa-miR-24-3p","","","",""
"PLEKHF2","0.332","0.469","0.398","1","hsa-miR-215-5p","","","",""
"POLR3G","0.332","0.469","0.398","1","hsa-miR-3173-5p","","","",""
"PPM1D","0.332","0.469","0.398","1","hsa-miR-24-3p","","","",""
"PSMB2","0.332","0.469","0.398","1","hsa-miR-6741-3p","","","",""
"RCAN1","0.332","0.469","0.398","1","hsa-miR-26b-3p","","","",""
"SGPP2","0.332","0.469","0.398","1","hsa-miR-6741-3p","","","",""
"SLC1A2","0.332","0.469","0.398","1","hsa-miR-24-3p","","","",""
"SLC9A7","0.332","0.469","0.398","1","hsa-miR-24-3p","","","",""
"STRN3","0.332","0.469","0.398","1","hsa-miR-24-3p","","","",""
"STXBP2","0.332","0.469","0.398","1","hsa-miR-6741-3p","","","",""
"SUMO2","0.332","0.469","0.398","1","hsa-miR-1180-3p","","","",""
"TMCC1","0.332","0.469","0.398","1","hsa-miR-324-5p","","","",""
"TMEM19","0.332","0.469","0.398","1","hsa-miR-24-3p","","","",""
"TMEM216","0.332","0.469","0.398","1","hsa-miR-24-3p","","","",""
"UST","0.332","0.469","0.398","1","hsa-miR-3184-5p","","","",""
"XIAP","0.327","0.469","0.672","3","hsa-miR-215-5p","hsa-miR-24-3p","hsa-miR-451b","",""
"XKR4","0.331","0.469","0.588","2","hsa-miR-6741-3p","hsa-miR-24-3p","","",""
"ZFP1","0.332","0.469","0.398","1","hsa-miR-215-5p","","","",""
"ZNF43","0.332","0.469","0.398","1","hsa-miR-451b","","","",""
"ZNF793","0.332","0.469","0.398","1","hsa-miR-26b-3p","","","",""
"CBX5","0.334","0.472","0.593","2","hsa-miR-4677-3p","hsa-miR-2110","","",""
"ASXL2","0.338","0.472","0.406","1","hsa-miR-26b-3p","","","",""
